"Liver_lipid","Intestinal_ba","bicor","adj_pval"
"PE.18.0_20.4","3a7b",-0.121432536731612,0.659438889370914
"PE.18.0_20.5","3a7b",NA,NA
"PE.18.0_22.4","3a7b",-0.190121534180459,0.438096497545008
"PE.18.0_22.5","3a7b",0.361102664011453,0.47803046683096
"PE.18.0_22.6","3a7b",0.0995011963390713,0.77450458943782
"PE.18.1_18.1","3a7b",-0.104474532022585,0.717079535350445
"PE.18.1_18.2","3a7b",0.132008359996634,0.622651246178134
"PE.18.1_18.3","3a7b",0.184663067586714,0.533113222471615
"PE.18.1_20.1","3a7b",0.0948040270314152,0.748178909248613
"PE.18.1_20.2","3a7b",-0.188585489117947,0.442258683142672
"PE.18.1_20.3","3a7b",-0.247094409817426,0.333110286523311
"PE.18.1_20.4","3a7b",-0.364819317234543,0.102137993111603
"PE.18.1_20.5","3a7b",NA,NA
"PE.18.1_22.0","3a7b",0.110318470563033,0.698036058581185
"PE.18.1_22.4","3a7b",-0.152669369933121,0.567119780626827
"PE.18.1_22.5","3a7b",0.620309225107303,0.159239613173184
"PE.18.1_22.6","3a7b",0.209615934062628,0.456330487901045
"PE.18.2_18.2","3a7b",0.182262327332881,0.459225297507121
"PE.18.2_18.3","3a7b",-0.255447705346195,0.746364969222077
"PE.18.2_20.1","3a7b",0.205805925080244,0.398812947078036
"PE.18.2_20.2","3a7b",0.33411973738092,0.248881594848477
"PE.18.2_20.3","3a7b",-0.0571610882206925,0.896787694529226
"PE.18.2_20.4","3a7b",-0.177878424893021,0.471555286403797
"PE.18.2_22.5","3a7b",0.762441806227861,0.0720688919749337
"PE.18.2_22.6","3a7b",0.218609089046023,0.444745788177151
"PE.O.16.0.16.0","3a7b",0.280314165788376,0.401692172949445
"PE.O.16.0.16.1","3a7b",-1,NA
"PE.O.16.0.18.0","3a7b",0.907355211997643,0.447611380372231
"PE.O.16.0.18.1","3a7b",-0.0352734922559839,0.940456424286789
"PE.O.16.0.18.2","3a7b",0.178580352653232,0.469557171743605
"PE.O.16.0.20.1","3a7b",NA,NA
"PE.O.16.0.20.3","3a7b",-0.0521822691453648,0.926115542757315
"PE.O.16.0.20.4","3a7b",-0.178562419529872,0.469557171743605
"PE.O.16.0.22.4","3a7b",-0.154110884327903,0.604684396204663
"PE.O.16.0.22.5","3a7b",0.531944737482075,0.252468453302737
"PE.O.16.0.22.6","3a7b",-0.0873384994661543,0.808169322399754
"PE.O.18.0.16.0","3a7b",0.225792373637132,0.410050519607036
"PE.O.18.0.16.1","3a7b",0.117193726973716,0.789671892847061
"PE.O.18.0.18.0","3a7b",0.745752123822637,0.156267808381961
"PE.O.18.0.18.1","3a7b",-0.0228020402985934,0.978042214731758
"PE.O.18.0.18.2","3a7b",0.0705582872290361,0.826968267573887
"PE.O.18.0.18.3","3a7b",NA,NA
"PE.O.18.0.20.1","3a7b",-1,NA
"PE.O.18.0.20.2","3a7b",NA,NA
"PE.O.18.0.20.3","3a7b",-0.218854998548324,0.398858186634449
"PE.O.18.0.20.4","3a7b",-0.283516588422771,0.223959036678678
"PE.O.18.0.22.4","3a7b",-0.188393536307967,0.567691494479456
"PE.O.18.0.22.5","3a7b",0.195853625614799,0.752760071628922
"PE.O.18.0.22.6","3a7b",0.00546652740040651,1
"PE.P.14.0.18.0","3a7b",0.560675887617257,0.163499474192184
"PE.P.14.0.18.1","3a7b",0.19232760356013,0.533611070118761
"PE.P.14.1.18.1","3a7b",0.675437824196347,0.702865641897853
"PE.P.16.0.16.0","3a7b",0.168913914221411,0.499602181162972
"PE.P.16.0.16.1","3a7b",-0.518282782142563,0.209587768760616
"PE.P.16.0.18.0","3a7b",0.508742776580387,0.0302563533324556
"PE.P.16.0.18.1","3a7b",0.0681830487914045,0.834895361927089
"PE.P.16.0.18.2","3a7b",0.104133511534424,0.718226794771847
"PE.P.16.0.20.1","3a7b",0.032214095636436,0.987826870155108
"PE.P.16.0.20.2","3a7b",0.24237557456919,0.652060904613995
"PE.P.16.0.20.3","3a7b",-0.16660211955081,0.538878647808863
"PE.P.16.0.20.4","3a7b",-0.0440312390667226,0.912080658192747
"PE.P.16.0.20.5","3a7b",NA,NA
"PE.P.16.0.22.4","3a7b",-0.217085613155309,0.369918020443941
"PE.P.16.0.22.5","3a7b",0.667531652611394,0.115653038408444
"PE.P.16.0.22.6","3a7b",0.127868267892386,0.693364000713619
"PE.P.16.1.18.1","3a7b",-0.0881200727461684,0.810765494856368
"PE.P.18.0.16.0","3a7b",0.0829251308503243,0.787915186429331
"PE.P.18.0.16.1","3a7b",-0.0253186796020019,0.988996270780056
"PE.P.18.0.18.0","3a7b",0.33214264662326,0.278031174263197
"PE.P.18.0.18.1","3a7b",-0.22931159591285,0.339840619788977
"PE.P.18.0.18.2","3a7b",-0.168329174235228,0.501573867571273
"PE.P.18.0.18.3","3a7b",NA,NA
"PE.P.18.0.20.1","3a7b",NA,NA
"PE.P.18.0.20.2","3a7b",0,1
"PE.P.18.0.20.3","3a7b",-0.14403677329247,0.611221561808353
"PE.P.18.0.20.4","3a7b",-0.244960964492769,0.302762634285719
"PE.P.18.0.20.5","3a7b",NA,NA
"PE.P.18.0.22.4","3a7b",-0.380338840196815,0.0865040480499232
"PE.P.18.0.22.5","3a7b",0.404127358439929,0.417700821733257
"PE.P.18.0.22.6","3a7b",0.139420470041367,0.658359630611923
"PE.P.18.1.16.0","3a7b",0.226152704229011,0.34790363107641
"PE.P.18.1.16.1","3a7b",-0.147241683898378,0.709663245131856
"PE.P.18.1.18.0","3a7b",0.374594222614908,0.200133540437524
"PE.P.18.1.18.1","3a7b",-0.304449116060005,0.187384395159798
"PE.P.18.1.18.2","3a7b",-0.0501432043542626,0.893073949193691
"PE.P.18.1.20.1","3a7b",NA,NA
"PE.P.18.1.20.2","3a7b",1,NA
"PE.P.18.1.20.3","3a7b",-0.201242629297118,0.458042466080663
"PE.P.18.1.20.4","3a7b",-0.186144365221556,0.448402760540963
"PE.P.18.1.22.4","3a7b",-0.2924821693592,0.223309263018771
"PE.P.18.1.22.5","3a7b",0.572324506960158,0.208824616970462
"PE.P.18.1.22.6","3a7b",0.141443909854924,0.669006196521221
"PE.P.18.2.18.2","3a7b",0.486665638231086,0.346948584971202
"PE.P.18.2.20.4","3a7b",-0.166758559939928,0.879146970106099
"SM.d18.1.14.0","3a7b",-0.230812049589881,0.336793914645029
"SM.d18.1.16.0","3a7b",0.350957857672025,0.117386278573961
"SM.d18.1.18.0","3a7b",-0.250077212968215,0.291518822730992
"SM.d18.1.18.1","3a7b",-0.239698131193227,0.315344675694144
"SM.d18.1.20.0","3a7b",0.170005134249219,0.49617288225368
"SM.d18.1.20.1","3a7b",-0.0672877282571373,0.837684898720515
"SM.d18.1.22.0","3a7b",0.139860486761139,0.594949542741085
"SM.d18.1.22.1","3a7b",-0.312147956959787,0.174336523206253
"SM.d18.1.24.0","3a7b",0.212946160131497,0.380109667990164
"SM.d18.1.24.1","3a7b",0.275369239288951,0.239586093865246
"SM.d18.1.26.0","3a7b",-0.190275566882887,0.437759532787018
"SM.d18.1.26.1","3a7b",-0.236690757791061,0.323017865167303
"TG.36.0.FA12.0","3a7b",0.122127701654909,0.657307585801592
"TG.38.0.FA12.0","3a7b",0.00761651847026514,1
"TG.40.0.FA12.0","3a7b",0.134768926764286,0.721998970681798
"TG.40.0.FA14.0","3a7b",-0.118167960314471,0.748178909248613
"TG.40.0.FA16.0","3a7b",-0.166047322659877,0.540797271691957
"TG.42.0.FA12.0","3a7b",0.106361386178721,0.77347243662734
"TG.42.0.FA14.0","3a7b",0.00808735852352719,1
"TG.42.0.FA16.0","3a7b",-0.173162307043995,0.486211975647104
"TG.42.1.FA12.0","3a7b",0.28606143015038,0.349029872846758
"TG.42.1.FA14.0","3a7b",0.139608292893381,0.674230123399463
"TG.42.1.FA16.0","3a7b",-0.102007057335566,0.725357684781776
"TG.42.1.FA16.1","3a7b",0.0782359586623962,0.843206569002228
"TG.42.1.FA18.1","3a7b",-0.0994638452087552,0.733464929695445
"TG.42.2.FA12.0","3a7b",NA,NA
"TG.42.2.FA18.2","3a7b",-0.109546418173219,0.813659992141074
"TG.44.0.FA12.0","3a7b",-0.0867016153074702,0.79675712211633
"TG.44.0.FA14.0","3a7b",-0.155729610839068,0.541687435216887
"TG.44.0.FA16.0","3a7b",-0.155645867736295,0.541915922443263
"TG.44.0.FA18.0","3a7b",-0.0907639620926405,0.824967469890546
