"Liver_lipid","Intestinal_ba","bicor","adj_pval"
"PE.O.18.0.16.1","DCA",0.189438945671509,0.617304055599355
"PE.O.18.0.18.0","DCA",0.40217489867963,0.548759235242613
"PE.O.18.0.18.1","DCA",-0.0645565945843306,0.845454562978854
"PE.O.18.0.18.2","DCA",0.23652255009689,0.323362655801509
"PE.O.18.0.18.3","DCA",NA,NA
"PE.O.18.0.20.1","DCA",1,NA
"PE.O.18.0.20.2","DCA",NA,NA
"PE.O.18.0.20.3","DCA",-0.177952892368181,0.505366823709573
"PE.O.18.0.20.4","DCA",-0.161501278192333,0.522668195097401
"PE.O.18.0.22.4","DCA",-0.124947098433493,0.738734651802945
"PE.O.18.0.22.5","DCA",0.564548205790066,0.216534145304931
"PE.O.18.0.22.6","DCA",-0.0850259137736361,0.815410862622223
"PE.P.14.0.18.0","DCA",0.145787090112648,0.803062892388919
"PE.P.14.0.18.1","DCA",0.240769809127766,0.417355966103534
"PE.P.14.1.18.1","DCA",-0.327560113866044,0.904356404683185
"PE.P.16.0.16.0","DCA",0.417929967381768,0.0540776900048323
"PE.P.16.0.16.1","DCA",0.715833835975186,0.0458162104504112
"PE.P.16.0.18.0","DCA",0.432455080186952,0.0785546572263075
"PE.P.16.0.18.1","DCA",0.178395731075604,0.470015528781333
"PE.P.16.0.18.2","DCA",0.424254055306416,0.04979562000306
"PE.P.16.0.20.1","DCA",0.0647898598714396,0.926643138951682
"PE.P.16.0.20.2","DCA",-0.466282525057047,0.30059188612987
"PE.P.16.0.20.3","DCA",-0.253707190610351,0.318413998901032
"PE.P.16.0.20.4","DCA",-0.211175129408828,0.384188061658288
"PE.P.16.0.20.5","DCA",NA,NA
"PE.P.16.0.22.4","DCA",-0.545893014154762,0.00641785659294671
"PE.P.16.0.22.5","DCA",0.374573525239685,0.458042466080663
"PE.P.16.0.22.6","DCA",0.11960727906366,0.717101219691202
"PE.P.16.1.18.1","DCA",0.314151828986199,0.248881594848477
"PE.P.18.0.16.0","DCA",0.245552787353257,0.301282172523181
"PE.P.18.0.16.1","DCA",0.23710875516269,0.459872453572478
"PE.P.18.0.18.0","DCA",0.0271056450630162,0.98418268179666
"PE.P.18.0.18.1","DCA",-0.0153398755524782,1
"PE.P.18.0.18.2","DCA",0.101392015241537,0.727308769486067
"PE.P.18.0.18.3","DCA",NA,NA
"PE.P.18.0.20.1","DCA",NA,NA
"PE.P.18.0.20.2","DCA",0,1
"PE.P.18.0.20.3","DCA",-0.161865053014577,0.554208717323033
"PE.P.18.0.20.4","DCA",-0.200309032161818,0.412285704531536
"PE.P.18.0.20.5","DCA",NA,NA
"PE.P.18.0.22.4","DCA",-0.33797168086892,0.134842267121113
"PE.P.18.0.22.5","DCA",0.622295582261471,0.157057973982014
"PE.P.18.0.22.6","DCA",0.300710216436637,0.262041983993999
"PE.P.18.1.16.0","DCA",0.340709281979905,0.1309646141085
"PE.P.18.1.16.1","DCA",0.263488461930538,0.432864455365668
"PE.P.18.1.18.0","DCA",0.13532919575762,0.711593134319054
"PE.P.18.1.18.1","DCA",-0.0861917400164202,0.776205223142753
"PE.P.18.1.18.2","DCA",0.288595272135146,0.214613082533724
"PE.P.18.1.20.1","DCA",NA,NA
"PE.P.18.1.20.2","DCA",1,NA
"PE.P.18.1.20.3","DCA",-0.232744213907139,0.383619509400943
"PE.P.18.1.20.4","DCA",-0.530459208923454,0.00900013556060144
"PE.P.18.1.22.4","DCA",-0.466830768958482,0.032578606479234
"PE.P.18.1.22.5","DCA",0.028438475443965,1
"PE.P.18.1.22.6","DCA",0.203513727259857,0.493247939822801
"PE.P.18.2.18.2","DCA",0.579772768637357,0.236498000958087
"PE.P.18.2.20.4","DCA",-0.195282236559898,0.847180444999554
"SM.d18.1.14.0","DCA",-0.379067899544416,0.0877269473167772
"SM.d18.1.16.0","DCA",-0.165743014532885,0.509758687564132
"SM.d18.1.18.0","DCA",-0.351565301056649,0.116700623148016
"SM.d18.1.18.1","DCA",-0.381606861594058,0.0853932929646838
"SM.d18.1.20.0","DCA",0.348390915328762,0.120690127720603
"SM.d18.1.20.1","DCA",0.138507679212048,0.600052859484533
"SM.d18.1.22.0","DCA",0.321345017840959,0.159897272709232
"SM.d18.1.22.1","DCA",-0.0268444496782078,0.965783033008199
"SM.d18.1.24.0","DCA",0.374536374632471,0.0923661000712348
"SM.d18.1.24.1","DCA",0.325228597708585,0.153333321633974
"SM.d18.1.26.0","DCA",0.121081368783816,0.660690714761501
"SM.d18.1.26.1","DCA",0.0046810733158635,1
"TG.36.0.FA12.0","DCA",-0.274075372422166,0.24192274553528
"TG.38.0.FA12.0","DCA",-0.291489680325659,0.241725675693564
"TG.40.0.FA12.0","DCA",-0.16381123063032,0.645931892032094
"TG.40.0.FA14.0","DCA",-0.15333518995123,0.653567296720137
"TG.40.0.FA16.0","DCA",-0.155743362098035,0.572991906657738
"TG.42.0.FA12.0","DCA",-0.00193297895183418,1
"TG.42.0.FA14.0","DCA",0.107368659608147,0.757932066783418
"TG.42.0.FA16.0","DCA",-0.235015115950191,0.326928941725416
"TG.42.1.FA12.0","DCA",0.157867988930323,0.651148749508842
"TG.42.1.FA14.0","DCA",0.0151401211920971,1
"TG.42.1.FA16.0","DCA",-0.249389116623976,0.292925102316566
"TG.42.1.FA16.1","DCA",0.0830928066033797,0.830190555729301
"TG.42.1.FA18.1","DCA",-0.243696033820699,0.305568072866144
"TG.42.2.FA12.0","DCA",NA,NA
"TG.42.2.FA18.2","DCA",0.0813526003070997,0.875920459686077
"TG.44.0.FA12.0","DCA",-0.125837915904168,0.677374096721245
"TG.44.0.FA14.0","DCA",-0.279475377558691,0.231984401592592
"TG.44.0.FA16.0","DCA",-0.278710008466287,0.233439212310547
"TG.44.0.FA18.0","DCA",0.0638806511088734,0.893509065117268
"TG.44.1.FA12.0","DCA",-0.233556203343864,0.364128660901721
"TG.44.1.FA14.0","DCA",-0.147017074730309,0.601720616420904
"TG.44.1.FA14.1","DCA",0.0592744052040406,0.897671648864198
"TG.44.1.FA16.0","DCA",-0.267551262091116,0.254109575288469
"TG.44.1.FA16.1","DCA",-0.120203012019195,0.696144190086239
"TG.44.1.FA18.1","DCA",-0.271500049406286,0.246782928359476
"TG.44.2.FA12.0","DCA",-0.0634876696877497,0.872311640537662
"TG.44.2.FA14.0","DCA",-0.0269091395404828,0.977293426720271
"TG.44.2.FA16.0","DCA",-0.274088987440087,0.241918792306013
"TG.44.2.FA16.1","DCA",-0.274360785316634,0.241537538322554
"TG.44.2.FA18.1","DCA",-0.271697080985133,0.246385955873713
"TG.44.2.FA18.2","DCA",-0.324600833779798,0.154338193521887
"TG.44.3.FA18.2","DCA",-0.234026374619192,0.345473767029513
"TG.45.0.FA14.0","DCA",-0.119906589116475,0.716173404169209
"TG.45.0.FA15.0","DCA",-0.0472670296012758,0.926643138951682
"TG.45.0.FA16.0","DCA",-0.29049659452609,0.211603176247168
"TG.45.1.FA15.0","DCA",-0.0430295539925529,0.937962031316246
"TG.45.1.FA16.0","DCA",-0.288876740009574,0.214112135302325
"TG.45.1.FA18.1","DCA",-0.290895382394162,0.21098070489548
"TG.46.0.FA12.0","DCA",-0.124524225673901,0.696413540832496
"TG.46.0.FA14.0","DCA",-0.275488439013571,0.239565795611902
"TG.46.0.FA16.0","DCA",-0.26836584302272,0.252468453302737
"TG.46.0.FA18.0","DCA",-0.0538667244658373,0.899884079607414
"TG.46.1.FA12.0","DCA",-0.309545876622463,0.178510915098454
"TG.46.1.FA14.0","DCA",-0.271057434906745,0.247831037968134
"TG.46.1.FA14.1","DCA",-0.270205668479207,0.24938179372867
"TG.46.1.FA16.0","DCA",-0.275268096134593,0.239720249957303
"TG.46.1.FA16.1","DCA",-0.264339023422382,0.261116042189237
"TG.46.1.FA18.0","DCA",-0.0806651700143797,0.814661069554178
"TG.46.1.FA18.1","DCA",-0.316793892993778,0.167334586855739
"TG.46.2.FA12.0","DCA",-0.347510364774888,0.121653420302937
"TG.46.2.FA14.0","DCA",-0.280050930785973,0.231094916555041
"TG.46.2.FA14.1","DCA",-0.276730222063423,0.23711872189534
"TG.46.2.FA16.0","DCA",-0.301086175999418,0.193409419550841
"TG.46.2.FA16.1","DCA",-0.266081271941113,0.257125837549612
"TG.46.2.FA18.1","DCA",-0.30282834473622,0.190139782852618
"TG.46.2.FA18.2","DCA",-0.376948498887092,0.0898812851262503
"TG.46.3.FA12.0","DCA",-0.341482868718751,0.129800506598698
"TG.46.3.FA14.0","DCA",-0.165267417307008,0.56988285640918
"TG.46.3.FA14.1","DCA",-0.204729963208721,0.432221078292664
"TG.46.3.FA16.0","DCA",-0.291856417726856,0.209399694224833
"TG.46.3.FA16.1","DCA",-0.285924394790038,0.219590867116237
"TG.46.3.FA18.1","DCA",-0.321133397701582,0.160274190184272
"TG.46.3.FA18.2","DCA",-0.316271216465266,0.168231603880902
"TG.46.3.FA18.3","DCA",0.341602227068623,0.545466455591061
"TG.46.4.FA18.2","DCA",-0.0851381868294272,0.829478277772774
"TG.47.0.FA14.0","DCA",0.0219129304070068,0.989530385402397
"TG.47.0.FA15.0","DCA",-0.30902779210525,0.179503227353446
"TG.47.0.FA16.0","DCA",-0.307567023174252,0.182278489003407
"TG.47.0.FA17.0","DCA",-0.255754260552721,0.295528962340865
"TG.47.1.FA14.0","DCA",-0.329748965878849,0.146021772102065
"TG.47.1.FA15.0","DCA",-0.27223285223964,0.252531932578769
"TG.47.1.FA16.0","DCA",-0.315117246831273,0.16983439440771
"TG.47.1.FA16.1","DCA",-0.282481882439082,0.226025591805276
"TG.47.1.FA17.0","DCA",-0.0244770877850573,0.980670265530563
"TG.47.1.FA18.1","DCA",-0.346544897661417,0.123008656023543
"TG.47.2.FA14.0","DCA",-0.264075854313653,0.286629322366339
"TG.47.2.FA15.0","DCA",-0.323634295480413,0.155955104820584
"TG.47.2.FA16.1","DCA",-0.290487679275266,0.211603176247168
"TG.47.2.FA18.1","DCA",-0.325602705744013,0.152689772976566
"TG.47.2.FA18.2","DCA",-0.381070445638439,0.0858913745398465
"TG.48.0.FA14.0","DCA",-0.28320318910375,0.224596302205166
"TG.48.0.FA16.0","DCA",-0.259295897016315,0.272055113774757
"TG.48.0.FA18.0","DCA",-0.287610869529932,0.216319228186085
"TG.48.1.FA12.0","DCA",-0.319726583357813,0.169833498176491
"TG.48.1.FA14.0","DCA",-0.278335555454834,0.234142552120123
"TG.48.1.FA14.1","DCA",-0.276020106358722,0.238582848300798
"TG.48.1.FA16.0","DCA",-0.248037878377488,0.296041564196161
"TG.48.1.FA16.1","DCA",-0.234834207497691,0.327309714739885
"TG.48.1.FA18.0","DCA",-0.269847651033377,0.249932954849414
"TG.48.1.FA18.1","DCA",-0.284012098407113,0.22329255869384
"TG.48.2.FA12.0","DCA",-0.335711834568456,0.137712892509087
"TG.48.2.FA14.0","DCA",-0.28952128070975,0.212959878730988
"TG.48.2.FA14.1","DCA",-0.283034557746494,0.224888475371189
"TG.48.2.FA16.0","DCA",-0.255657617246691,0.279933132951053
"TG.48.2.FA16.1","DCA",-0.245120184511019,0.302437653436715
"TG.48.2.FA18.0","DCA",-0.215517397174698,0.398630159716235
"TG.48.2.FA18.1","DCA",-0.28756820045849,0.216364621938103
"TG.48.2.FA18.2","DCA",-0.360376144846696,0.107030552319708
"TG.48.3.FA12.0","DCA",-0.384027888397603,0.0831354068338463
"TG.48.3.FA14.0","DCA",-0.342216205134908,0.12886014601984
"TG.48.3.FA14.1","DCA",-0.32134177142604,0.159897272709232
"TG.48.3.FA16.0","DCA",-0.332780227633794,0.141712460649254
"TG.48.3.FA16.1","DCA",-0.259828178468613,0.270808248923734
"TG.48.3.FA18.1","DCA",-0.305613562049865,0.185316853758866
"TG.48.3.FA18.2","DCA",-0.357439060838895,0.109898041587716
"TG.48.3.FA18.3","DCA",-0.351167792961495,0.117236435645172
"TG.48.4.FA12.0","DCA",-0.268284484071348,0.252531932578769
"TG.48.4.FA14.0","DCA",-0.359946943257136,0.10729051075548
"TG.48.4.FA14.1","DCA",-0.335647796260834,0.137819724661823
"TG.48.4.FA16.0","DCA",-0.315233195850941,0.169833498176491
"TG.48.4.FA16.1","DCA",-0.317082800954319,0.166945269752449
"TG.48.4.FA18.1","DCA",-0.369710217143482,0.0970128349224341
"TG.48.4.FA18.2","DCA",-0.360102087490094,0.107167570358034
"TG.48.4.FA18.3","DCA",-0.342167504389383,0.128894869945779
"TG.48.4.FA20.4","DCA",-0.59438241691777,0.262327265775064
"TG.48.5.FA18.2","DCA",0.0336636811012754,0.961933971096116
"TG.48.5.FA18.3","DCA",-0.205869501992511,0.548124516622249
"TG.49.0.FA15.0","DCA",-0.286342937728492,0.226465125339585
"TG.49.0.FA16.0","DCA",-0.288982752999063,0.213976926467635
"TG.49.0.FA17.0","DCA",-0.28449963559117,0.222185688324007
"TG.49.0.FA18.0","DCA",-0.351249944423867,0.117132435593486
"TG.49.1.FA14.0","DCA",-0.259443757781666,0.279933132951053
"TG.49.1.FA15.0","DCA",-0.328590694490094,0.147865564010458
"TG.49.1.FA16.0","DCA",-0.298768106750759,0.197634453353809
"TG.49.1.FA16.1","DCA",-0.267754454991259,0.253615418355496
"TG.49.1.FA17.0","DCA",-0.275612399323089,0.239300523616301
"TG.49.1.FA18.1","DCA",-0.323078362037468,0.156938655207566
"TG.49.2.FA14.0","DCA",-0.313155179273142,0.172679315457446
"TG.49.2.FA15.0","DCA",-0.333886537245462,0.140295015978513
"TG.49.2.FA16.0","DCA",-0.286355825844989,0.218787167300304
"TG.49.2.FA16.1","DCA",-0.287607332591704,0.216319228186085
"TG.49.2.FA17.0","DCA",-0.267429074541482,0.254386331820848
"TG.49.2.FA18.1","DCA",-0.322239239834185,0.158390995561319
"TG.49.2.FA18.2","DCA",-0.380115217741655,0.0867017747277898
"TG.49.3.FA15.0","DCA",-0.368871348240903,0.0979069604387276
"TG.49.3.FA16.0","DCA",-0.327583008064803,0.14961237112029
"TG.49.3.FA16.1","DCA",-0.290556703411627,0.211518045890933
"TG.49.3.FA18.2","DCA",-0.378922044276347,0.0878076108042923
"TG.49.3.FA18.3","DCA",-0.16130207472531,0.581893071714934
"TG.50.0.FA14.0","DCA",-0.248687510543862,0.329776431635524
"TG.50.0.FA16.0","DCA",-0.264332114973583,0.261116042189237
"TG.50.0.FA18.0","DCA",-0.273742693115405,0.24265746250335
"TG.50.1.FA14.0","DCA",-0.298585670640524,0.197869147018953
"TG.50.1.FA16.0","DCA",-0.265616627167015,0.258111405407245
"TG.50.1.FA16.1","DCA",-0.251373255829761,0.288873620257722
"TG.50.1.FA18.0","DCA",-0.26148738260123,0.267402177405465
"TG.50.1.FA18.1","DCA",-0.265008885249971,0.259466568765388
"TG.50.1.FA20.1","DCA",-0.287884441517162,0.231984401592592
"TG.50.2.FA14.0","DCA",-0.295598544195806,0.203150979767443
"TG.50.2.FA14.1","DCA",-0.317512993284428,0.173036844723054
"TG.50.2.FA16.0","DCA",-0.25610602792661,0.278888139378005
"TG.50.2.FA16.1","DCA",-0.251622701612671,0.288334996688591
"TG.50.2.FA18.0","DCA",-0.269731185526105,0.25005036840904
"TG.50.2.FA18.1","DCA",-0.260400977097214,0.269404359693488
"TG.50.2.FA18.2","DCA",-0.305433127895199,0.185686227425438
"TG.50.2.FA20.2","DCA",-0.0695514058213869,0.863308860877955
"TG.50.3.FA14.0","DCA",-0.353938084938935,0.113996241723395
"TG.50.3.FA14.1","DCA",-0.292805156675114,0.207597919263926
"TG.50.3.FA16.0","DCA",-0.292548172990556,0.207972884778877
"TG.50.3.FA16.1","DCA",-0.263942720927175,0.26185786261471
"TG.50.3.FA18.0","DCA",-0.332966864535745,0.141423066892305
"TG.50.3.FA18.1","DCA",-0.273976259317465,0.242154596110479
"TG.50.3.FA18.2","DCA",-0.305646534738992,0.185293493146714
"TG.50.3.FA18.3","DCA",-0.312077505608351,0.17435635388434
"TG.50.3.FA20.3","DCA",-0.356153331326296,0.123686408411369
"TG.50.4.FA14.0","DCA",-0.065375356246676,0.843486982813258
"TG.50.4.FA14.1","DCA",-0.371789287038316,0.0950766612990461
"TG.50.4.FA16.0","DCA",-0.274087970309467,0.241918792306013
"TG.50.4.FA16.1","DCA",-0.294011151242,0.205783867354203
"TG.50.4.FA18.1","DCA",-0.309489156407275,0.178622180449279
"TG.50.4.FA18.2","DCA",-0.280167542783543,0.23090968000474
"TG.50.4.FA18.3","DCA",-0.324596326410153,0.154338193521887
"TG.50.4.FA20.3","DCA",-0.355267727057349,0.131831469988173
"TG.50.4.FA20.4","DCA",-0.364944607866116,0.107311406569397
"TG.50.5.FA14.0","DCA",-0.0120248359421449,1
"TG.50.5.FA16.0","DCA",-0.277918255985198,0.234945341401188
"TG.50.5.FA16.1","DCA",-0.308060312141741,0.181176935485278
"TG.50.5.FA18.1","DCA",-0.307330292600179,0.182654678869378
"TG.50.5.FA18.2","DCA",-0.147898488174265,0.567691494479456
"TG.50.5.FA18.3","DCA",-0.279381382522029,0.232134989360728
"TG.50.5.FA20.4","DCA",-0.386480100110537,0.080745386081462
"TG.50.5.FA20.5","DCA",-0.111249635951557,0.773668637939399
"TG.50.6.FA20.4","DCA",-0.720324066563095,0.0436570371037089
"TG.51.0.FA16.0","DCA",-0.293596274279396,0.206375679726366
"TG.51.0.FA17.0","DCA",-0.284915234290221,0.221553438093153
"TG.51.0.FA18.0","DCA",-0.312313720918365,0.174238489992571
"TG.51.1.FA15.0","DCA",-0.339793816332326,0.132067353416449
"TG.51.1.FA16.0","DCA",-0.2905465395333,0.211518045890933
"TG.51.1.FA17.0","DCA",-0.293709977820014,0.206160219649403
"TG.51.1.FA18.0","DCA",-0.327276290673041,0.150079475463493
"TG.51.1.FA18.1","DCA",-0.297566108789634,0.199650468493548
"TG.51.2.FA15.0","DCA",-0.34757266819051,0.121653420302937
"TG.51.2.FA16.0","DCA",-0.291200126706097,0.210444251905521
"TG.51.2.FA16.1","DCA",-0.270458795455812,0.248982041070717
"TG.51.2.FA17.0","DCA",-0.277136013833072,0.236498000958087
"TG.51.2.FA18.1","DCA",-0.314558621544398,0.170800985754576
"TG.51.2.FA18.2","DCA",-0.336408614298535,0.1369153364723
"TG.51.3.FA15.0","DCA",-0.383095679688157,0.0838847243075655
"TG.51.3.FA16.1","DCA",-0.282491166727695,0.226025591805276
"TG.51.3.FA17.0","DCA",-0.298382626931265,0.198209434509263
"TG.51.3.FA18.2","DCA",-0.353069845071994,0.115052533465822
"TG.51.3.FA18.3","DCA",-0.393740438277089,0.0739185159231343
"TG.51.4.FA15.0","DCA",-0.0216439434449732,0.980923788214289
"TG.51.4.FA16.1","DCA",-0.312265122455953,0.17427159185475
"TG.51.4.FA18.2","DCA",-0.0947553357267547,0.748300824292921
"TG.51.4.FA18.3","DCA",-0.350181150906747,0.118467937015083
"TG.51.4.FA20.4","DCA",-0.39313713952954,0.108314102835847
"TG.51.5.FA18.2","DCA",0.126308310549433,0.662377386951876
"TG.51.5.FA18.3","DCA",0.0919890100417856,0.766776019667645
"TG.52.0.FA16.0","DCA",-0.279787824689492,0.231567493502363
"TG.52.0.FA18.0","DCA",-0.272399950350128,0.245234648477832
"TG.52.0.FA20.0","DCA",-0.283870653561288,0.223415784719548
"TG.52.1.FA16.0","DCA",-0.269003464677494,0.251297300414643
"TG.52.1.FA16.1","DCA",-0.257321609621803,0.275862974475277
"TG.52.1.FA18.0","DCA",-0.273438475942196,0.243204253515565
"TG.52.1.FA18.1","DCA",-0.269522712305423,0.250358141173086
"TG.52.1.FA20.0","DCA",-0.264530493388225,0.260663445665249
"TG.52.1.FA20.1","DCA",-0.275903595273058,0.23872847078704
"TG.52.2.FA14.0","DCA",-0.303667802070973,0.188855382297896
"TG.52.2.FA16.0","DCA",-0.271513440961695,0.246776342325502
"TG.52.2.FA16.1","DCA",-0.259538658041178,0.271517787159724
"TG.52.2.FA18.0","DCA",-0.270695083422617,0.248615868174337
"TG.52.2.FA18.1","DCA",-0.278143080779306,0.234491932811121
"TG.52.2.FA18.2","DCA",-0.293133268283495,0.207101348531231
"TG.52.2.FA20.0","DCA",-0.284518581257155,0.222164240568009
"TG.52.2.FA20.1","DCA",-0.261330005535648,0.267622907425936
"TG.52.2.FA20.2","DCA",-0.319844556568267,0.162157913477095
"TG.52.3.FA14.0","DCA",-0.338557217236018,0.133905681214063
"TG.52.3.FA16.0","DCA",-0.28147853804708,0.22824799613835
"TG.52.3.FA16.1","DCA",-0.259485280815032,0.271583200225641
"TG.52.3.FA18.0","DCA",-0.300393312705318,0.194802386567706
"TG.52.3.FA18.1","DCA",-0.269761276627606,0.250039639324067
"TG.52.3.FA18.2","DCA",-0.284686769943284,0.221978047882304
"TG.52.3.FA18.3","DCA",-0.272103719104529,0.245826426666819
"TG.52.3.FA20.0","DCA",-0.268096128825683,0.25283011010954
"TG.52.3.FA20.1","DCA",-0.272672470266738,0.244712380969586
"TG.52.3.FA20.2","DCA",-0.308583673425994,0.180134755975377
"TG.52.3.FA20.3","DCA",-0.373682764864505,0.0932533881442935
"TG.52.3.FA22.1","DCA",-0.290316941010335,0.211834291440303
"TG.52.4.FA14.0","DCA",-0.383068023401326,0.0839041887926101
"TG.52.4.FA16.0","DCA",0.185987543339279,0.448664658202111
"TG.52.4.FA16.1","DCA",-0.292076385868199,0.208952644203563
"TG.52.4.FA18.0","DCA",-0.306703612148568,0.183696736422362
"TG.52.4.FA18.1","DCA",-0.288229434995685,0.215328774218186
"TG.52.4.FA18.2","DCA",0.0513471276359231,0.889442790612235
"TG.52.4.FA18.3","DCA",-0.260506611905862,0.269242024002496
"TG.52.4.FA20.0","DCA",0.215470910909496,0.373990867573338
"TG.52.4.FA20.2","DCA",-0.302976756106131,0.189959521404564
"TG.52.4.FA20.3","DCA",-0.350040489281933,0.118593435755808
"TG.52.4.FA20.4","DCA",-0.414752061438735,0.0564787901987222
"TG.52.4.FA22.1","DCA",-0.249656458882775,0.29246327558672
"TG.52.4.FA22.4","DCA",-0.406875612852547,0.144033252083762
"TG.52.5.FA14.0","DCA",-0.379453134316592,0.0873697054922571
"TG.52.5.FA16.0","DCA",0.199672212086724,0.413851203284304
"TG.52.5.FA16.1","DCA",0.100426013340349,0.730386461530365
"TG.52.5.FA18.1","DCA",-0.248778593563983,0.294370134958771
"TG.52.5.FA18.2","DCA",0.208079140085643,0.392409246240943
"TG.52.5.FA18.3","DCA",0.100839724158328,0.729216983012588
"TG.52.5.FA20.3","DCA",-0.344761360402078,0.125451066856613
"TG.52.5.FA20.4","DCA",-0.390728714869738,0.0766543857452126
"TG.52.5.FA20.5","DCA",0.145471280287908,0.575525816669166
"TG.52.5.FA22.5","DCA",0.169397536866136,0.506301175132713
"TG.52.6.FA14.0","DCA",-0.317726240710607,0.172656696287016
"TG.52.6.FA16.0","DCA",-0.00657057512579263,1
"TG.52.6.FA16.1","DCA",0.154847767127767,0.544772495281272
"TG.52.6.FA18.1","DCA",-0.208456671010473,0.391641598812462
"TG.52.6.FA18.2","DCA",0.197390563535748,0.419426465695925
"TG.52.6.FA18.3","DCA",0.189750119009615,0.438993213650296
"TG.52.6.FA20.4","DCA",-0.390133308260274,0.0772459600520939
"TG.52.6.FA20.5","DCA",-0.0147740886605869,1
"TG.52.6.FA22.6","DCA",-0.360632451859107,0.106806204037477
"TG.52.7.FA16.0","DCA",-0.295706529298575,0.202978091413226
"TG.52.7.FA18.1","DCA",-0.282431446601873,0.226105652942151
"TG.52.7.FA20.5","DCA",0.187323174607591,0.468483132733576
"TG.52.7.FA22.6","DCA",-0.26523477822902,0.258858813388689
"TG.52.8.FA16.1","DCA",-0.276384985047018,0.237930369742626
"TG.52.8.FA18.2","DCA",-0.308925303828512,0.179646722406345
"TG.53.0.FA16.0","DCA",0.0792661894947669,0.799321218915899
"TG.53.1.FA16.0","DCA",-0.291285673896657,0.210319408893818
"TG.53.1.FA17.0","DCA",-0.299940488576104,0.195556396291534
"TG.53.1.FA18.0","DCA",-0.30461401848557,0.187186894969679
"TG.53.1.FA18.1","DCA",-0.297179074176978,0.200405452934908
"TG.53.2.FA16.0","DCA",-0.306859647986265,0.18339200864386
"TG.53.2.FA17.0","DCA",-0.289376186987477,0.213193782826559
"TG.53.2.FA18.1","DCA",-0.29410631006001,0.205649913134326
"TG.53.2.FA18.2","DCA",-0.311627861760211,0.175175315082113
"TG.53.3.FA16.0","DCA",-0.318440998916175,0.164558197289458
"TG.53.3.FA17.0","DCA",-0.333352718612903,0.140897518977116
"TG.53.3.FA18.2","DCA",-0.320316992593852,0.161485270156928
"TG.53.4.FA16.0","DCA",0.0240095534898356,0.974750766363531
"TG.53.4.FA17.0","DCA",0.0132551665414896,1
"TG.53.4.FA18.2","DCA",-0.230417264512219,0.337668870486469
"TG.53.4.FA18.3","DCA",-0.291801668052329,0.209460052516216
"TG.53.4.FA20.4","DCA",-0.377711876101297,0.105578952839442
"TG.53.5.FA20.4","DCA",-0.398137268735607,0.0699956085008731
"TG.53.6.FA20.4","DCA",-0.375524413492525,0.136713149498974
"TG.54.0.FA16.0","DCA",-0.274842338538524,0.240558874081774
"TG.54.0.FA18.0","DCA",-0.314512344506251,0.170825050254494
"TG.54.1.FA16.0","DCA",-0.289424513768668,0.213128859915786
"TG.54.1.FA18.0","DCA",-0.298787044940606,0.197633092273783
"TG.54.1.FA18.1","DCA",-0.300001511933617,0.195457517018474
"TG.54.1.FA20.0","DCA",-0.252759979669615,0.285768938472012
"TG.54.1.FA20.1","DCA",-0.276476639091139,0.237689588254626
"TG.54.2.FA16.0","DCA",-0.274985957483972,0.240195486804644
"TG.54.2.FA18.0","DCA",-0.279357097271389,0.232134989360728
"TG.54.2.FA18.1","DCA",-0.273110075240997,0.243978552232332
"TG.54.2.FA18.2","DCA",-0.286728282889451,0.21815445056604
"TG.54.2.FA20.0","DCA",0.0908057160542906,0.761511523676253
"TG.54.2.FA20.1","DCA",-0.27609524774607,0.238391226641421
"TG.54.2.FA20.2","DCA",-0.313943876654639,0.17156787191793
"TG.54.3.FA16.0","DCA",-0.318686693249456,0.16406670284521
"TG.54.3.FA16.1","DCA",-0.270942900330761,0.248079532705968
"TG.54.3.FA18.0","DCA",-0.314084312501647,0.171391875026456
"TG.54.3.FA18.1","DCA",-0.268581845917476,0.252119291519288
"TG.54.3.FA18.2","DCA",-0.30143740773613,0.19286073596413
"TG.54.3.FA18.3","DCA",-0.237035482775013,0.322315452273509
"TG.54.3.FA20.1","DCA",-0.264059386719528,0.26169928579834
"TG.54.3.FA20.2","DCA",-0.309876105398777,0.177927775900288
"TG.54.3.FA20.3","DCA",-0.378528376329397,0.0881962089149937
"TG.54.4.FA16.0","DCA",-0.351103479969083,0.117302560758393
"TG.54.4.FA16.1","DCA",-0.29902339001587,0.19733195674397
"TG.54.4.FA18.0","DCA",0.049391669413127,0.895249852253047
"TG.54.4.FA18.1","DCA",-0.30311892726179,0.189834174938977
"TG.54.4.FA18.2","DCA",-0.293289053862654,0.206833882218551
"TG.54.4.FA18.3","DCA",-0.258703795194017,0.273190488119061
"TG.54.4.FA20.1","DCA",-0.278715714805167,0.233439212310547
"TG.54.4.FA20.2","DCA",-0.302981063984924,0.189959521404564
"TG.54.4.FA20.3","DCA",-0.366363301624782,0.10050620253131
"TG.54.4.FA20.4","DCA",-0.424569017853967,0.0495372255952505
"TG.54.4.FA22.1","DCA",-0.302761384236566,0.19024146787533
"TG.54.4.FA22.4","DCA",-0.422725297732364,0.0509030734148459
"TG.54.5.FA16.0","DCA",-0.371501328222906,0.095373602808755
"TG.54.5.FA16.1","DCA",-0.341461492322144,0.129817883110011
"TG.54.5.FA18.0","DCA",0.163439595451583,0.517099660886547
"TG.54.5.FA18.1","DCA",0.0432186029553782,0.914881867703947
