"Plasma_lipid","Liver_ba","bicor","adj_pval"
"LPC.18.1","Tauro 3a12b",0.251117399569145,0.357860397665224
"LPC.18.2","Tauro 3a12b",0.377635697681745,0.0905256611349956
"LPC.18.3","Tauro 3a12b",0.204749825219146,0.493344096815828
"LPC.20.0","Tauro 3a12b",-0.10394512782565,0.805744381417298
"LPC.20.1","Tauro 3a12b",0.247199206372223,0.369596938279504
"LPC.20.2","Tauro 3a12b",0.407914731709214,0.0552213564032457
"LPC.20.3","Tauro 3a12b",0.330218452404878,0.175877928179754
"LPC.20.4","Tauro 3a12b",0.318564823415317,0.198206424734735
"LPC.20.5","Tauro 3a12b",0.191980091040134,0.626087622361393
"LPC.22.1","Tauro 3a12b",0.218040184738892,0.961256681330888
"LPC.22.4","Tauro 3a12b",0.210607481351145,0.871653745529027
"LPC.22.5","Tauro 3a12b",0.259080368802738,0.415823701491847
"LPC.22.6","Tauro 3a12b",0.323210557567485,0.196761100620952
"LPE.16.0","Tauro 3a12b",-0.318005124512166,0.198548670302307
"LPE.18.0","Tauro 3a12b",-0.0412853816497434,0.981099608136166
"LPE.18.1","Tauro 3a12b",0.321498735724336,0.346764907875549
"LPE.18.2","Tauro 3a12b",0.0396110152316476,1
"LPE.20.3","Tauro 3a12b",NA,NA
"LPE.20.4","Tauro 3a12b",-0.492009070021395,0.703641865108367
"LacCER.d18.1.16.0","Tauro 3a12b",-0.481283675268005,0.562748518869456
"LacCER.d18.1.18.0","Tauro 3a12b",NA,NA
"LacCER.d18.1.18.1","Tauro 3a12b",0.271335966880988,0.92898945282841
"LacCER.d18.1.22.0","Tauro 3a12b",NA,NA
"LacCER.d18.1.22.1","Tauro 3a12b",NA,NA
"LacCER.d18.1.24.0","Tauro 3a12b",NA,NA
"LacCER.d18.1.24.1","Tauro 3a12b",NA,NA
"LacCER.d18.1.26.1","Tauro 3a12b",1,NA
"PC.12.0_16.0","Tauro 3a12b",0.0662912450776448,0.922095180832636
"PC.12.0_18.0","Tauro 3a12b",0.345958981174186,0.459091425877974
"PC.12.0_18.1","Tauro 3a12b",0.372565848514155,0.283508293039115
"PC.12.0_18.2","Tauro 3a12b",0.956150544695504,0.562028558594393
"PC.12.0_18.3","Tauro 3a12b",0.126066173759321,1
"PC.14.0_16.0","Tauro 3a12b",0.14054395393974,0.716215139573464
"PC.14.0_16.1","Tauro 3a12b",0.345471323779148,0.544987181481232
"PC.14.0_18.0","Tauro 3a12b",-0.595673159473319,0.77113357378341
"PC.14.0_18.1","Tauro 3a12b",0.118655740717946,0.760444213746857
"PC.14.0_18.2","Tauro 3a12b",-0.156568298962986,0.632915775290809
"PC.14.0_20.3","Tauro 3a12b",0.333059773278377,0.434568071609472
"PC.14.0_20.4","Tauro 3a12b",0.128287105056196,0.839470821435203
"PC.14.0_22.6","Tauro 3a12b",NA,NA
"PC.14.1_20.0","Tauro 3a12b",0.369341009497994,0.782017916281755
"PC.15.0_18.1","Tauro 3a12b",0.132015880261744,0.743981068032522
"PC.15.0_18.2","Tauro 3a12b",-0.244433117215759,0.387259003703564
"PC.15.0_20.3","Tauro 3a12b",0.0425768829039822,1
"PC.15.0_20.4","Tauro 3a12b",-0.241009187987626,0.790312708129379
"PC.15.0_22.6","Tauro 3a12b",0.279671250474436,0.863783166615209
"PC.16.0_16.0","Tauro 3a12b",0.254201706735496,0.349135833808059
"PC.16.0_16.1","Tauro 3a12b",0.11041551849516,0.787286060119108
"PC.16.0_18.0","Tauro 3a12b",0.290998864349623,0.255586836724485
"PC.16.0_18.1","Tauro 3a12b",0.132226243501838,0.716569496677503
"PC.16.0_18.2","Tauro 3a12b",-0.145138519496892,0.670172763528963
"PC.16.0_18.3","Tauro 3a12b",-0.227545064843218,0.417854233521065
"PC.16.0_20.1","Tauro 3a12b",0.0856921598455819,0.859389693951451
"PC.16.0_20.2","Tauro 3a12b",0.248649114557879,0.365859066729725
"PC.16.0_20.3","Tauro 3a12b",0.169545827479294,0.592582643007028
"PC.16.0_20.4","Tauro 3a12b",0.126997920668564,0.73171358879957
"PC.16.0_20.5","Tauro 3a12b",-0.0606949427529858,0.941374053557095
"PC.16.0_22.1","Tauro 3a12b",-1,NA
"PC.16.0_22.2","Tauro 3a12b",-1,NA
"PC.16.0_22.4","Tauro 3a12b",0.247901256583303,0.463307546765489
"PC.16.0_22.5","Tauro 3a12b",0.154519342003587,0.65657522154606
"PC.16.0_22.6","Tauro 3a12b",0.103582155950643,0.828796639946059
"PC.16.1_17.0","Tauro 3a12b",0.437241908046707,0.349419401812688
"PC.16.1_18.0","Tauro 3a12b",0.185094215120783,0.546871533564256
"PC.16.1_18.1","Tauro 3a12b",0.179851092140518,0.56177538048293
"PC.16.1_18.2","Tauro 3a12b",0.00370275252098042,1
"PC.16.1_20.0","Tauro 3a12b",-0.223002529832121,0.51958396376165
"PC.17.0_18.1","Tauro 3a12b",0.109517528016968,0.789580083236945
"PC.17.0_18.2","Tauro 3a12b",-0.0638095390757241,0.921815791712095
"PC.17.0_20.3","Tauro 3a12b",0.283883733777506,0.337363700806576
"PC.17.0_20.4","Tauro 3a12b",-0.0140916776921,1
"PC.17.0_22.5","Tauro 3a12b",1,NA
"PC.17.0_22.6","Tauro 3a12b",0.483371547780389,0.126337332910797
"PC.18.0_18.0","Tauro 3a12b",0.1770983740413,0.56923070974739
"PC.18.0_18.1","Tauro 3a12b",0.159479501589037,0.623839405973628
"PC.18.0_18.2","Tauro 3a12b",-0.170075550393423,0.589986096318675
"PC.18.0_18.3","Tauro 3a12b",-0.230197361143835,0.435553324247971
"PC.18.0_20.0","Tauro 3a12b",-0.212748649523274,0.464445111359874
"PC.18.0_20.1","Tauro 3a12b",0.408728397620419,0.0892856109387903
"PC.18.0_20.2","Tauro 3a12b",0.264315801606561,0.32188289282022
"PC.18.0_20.3","Tauro 3a12b",0.190719468953968,0.531206487582479
"PC.18.0_20.4","Tauro 3a12b",0.161100748160294,0.61925085835908
"PC.18.0_20.5","Tauro 3a12b",-0.0535194010993795,0.969702720238893
"PC.18.0_22.4","Tauro 3a12b",-0.392536617159883,0.716750198343272
"PC.18.0_22.5","Tauro 3a12b",0.0731706405755445,0.92517452452986
"PC.18.0_22.6","Tauro 3a12b",0.142411094014443,0.720328458122985
"PC.18.1_18.1","Tauro 3a12b",0.285412197881911,0.269882875881897
"PC.18.1_18.2","Tauro 3a12b",0.160317024738381,0.620797215102181
"PC.18.1_18.3","Tauro 3a12b",-0.00267209213057916,1
"PC.18.1_20.0","Tauro 3a12b",-0.0383663077424083,0.989050639610109
"PC.18.1_20.1","Tauro 3a12b",0.487696611272176,0.0288341835338435
"PC.18.1_20.2","Tauro 3a12b",0.49426407285247,0.0233373851480473
"PC.18.1_20.3","Tauro 3a12b",0.285754326622988,0.269042713546399
"PC.18.1_20.4","Tauro 3a12b",0.259043854495752,0.338609088579401
"PC.18.1_20.5","Tauro 3a12b",0.145904489124354,0.854704061157923
"PC.18.1_22.4","Tauro 3a12b",NA,NA
"PC.18.1_22.5","Tauro 3a12b",0.30829466945279,0.607593082408526
"PC.18.1_22.6","Tauro 3a12b",0.208138349421713,0.551657303104652
"PC.18.2_18.2","Tauro 3a12b",0.19844115005922,0.505324410061966
"PC.18.2_18.3","Tauro 3a12b",0.289762952287227,0.735692623690029
"PC.18.2_20.0","Tauro 3a12b",-0.242032919464916,0.380936674059788
"PC.18.2_20.1","Tauro 3a12b",0.400841930239077,0.0659622691443327
"PC.18.2_20.2","Tauro 3a12b",0.118705883659984,0.87914210507541
"PC.18.2_20.3","Tauro 3a12b",0.163593858948155,0.635915479800925
"PC.18.2_20.4","Tauro 3a12b",0.0641173060498676,0.935156540279043
"PC.18.2_20.5","Tauro 3a12b",NA,NA
"PC.18.2_22.6","Tauro 3a12b",-0.121265968866066,0.947976027838603
"PC.20.0_20.1","Tauro 3a12b",NA,NA
"PC.20.0_20.3","Tauro 3a12b",0.966530905326186,0.265838798628125
"PC.20.0_20.4","Tauro 3a12b",0.264390686816033,0.613177798912893
"PE.14.0_16.0","Tauro 3a12b",NA,NA
"PE.14.0_18.0","Tauro 3a12b",NA,NA
"PE.14.0_18.1","Tauro 3a12b",NA,NA
"PE.14.1_18.1","Tauro 3a12b",NA,NA
"PE.16.0_16.0","Tauro 3a12b",NA,NA
"PE.16.0_16.1","Tauro 3a12b",NA,NA
"PE.16.0_18.0","Tauro 3a12b",NA,NA
"PE.16.0_18.1","Tauro 3a12b",NA,NA
"PE.16.1_18.1","Tauro 3a12b",NA,NA
"PE.18.0_18.0","Tauro 3a12b",NA,NA
"PE.18.0_18.1","Tauro 3a12b",NA,NA
"PE.18.0_20.1","Tauro 3a12b",NA,NA
"PE.18.1_18.1","Tauro 3a12b",NA,NA
"PE.18.1_22.0","Tauro 3a12b",NA,NA
"PE.O.16.0.16.0","Tauro 3a12b",NA,NA
"PE.O.18.0.16.0","Tauro 3a12b",NA,NA
"PE.O.18.0.18.1","Tauro 3a12b",NA,NA
"PE.P.16.0.16.0","Tauro 3a12b",NA,NA
"PE.P.16.0.18.1","Tauro 3a12b",NA,NA
"PE.P.16.1.18.1","Tauro 3a12b",NA,NA
"PE.P.18.0.16.0","Tauro 3a12b",NA,NA
"PE.P.18.0.18.0","Tauro 3a12b",NA,NA
"PE.P.18.0.18.1","Tauro 3a12b",NA,NA
"PE.P.18.1.16.0","Tauro 3a12b",NA,NA
"SM.d18.1.14.0","Tauro 3a12b",0.164783586549158,0.608240819548152
"SM.d18.1.16.0","Tauro 3a12b",0.227635438920882,0.417804858170897
"SM.d18.1.18.0","Tauro 3a12b",0.145175335640004,0.670172763528963
"SM.d18.1.18.1","Tauro 3a12b",0.166602509345503,0.602856270331731
"SM.d18.1.20.0","Tauro 3a12b",0.0763617544172082,0.884745959205584
"SM.d18.1.20.1","Tauro 3a12b",0.156014670935121,0.635434627749917
"SM.d18.1.22.0","Tauro 3a12b",0.087861682554291,0.851817055497967
"SM.d18.1.22.1","Tauro 3a12b",0.176828001929343,0.5701198383911
"SM.d18.1.24.0","Tauro 3a12b",0.24485245032764,0.374866499400076
"SM.d18.1.24.1","Tauro 3a12b",0.298315744931414,0.240304752570442
"SM.d18.1.26.0","Tauro 3a12b",0.0318906406944375,1
"SM.d18.1.26.1","Tauro 3a12b",-0.0325438179776751,1
"TG.36.0.FA12.0","Tauro 3a12b",0.0252990237247739,1
"TG.38.0.FA12.0","Tauro 3a12b",0.0379516576423309,0.993833691012963
"TG.40.0.FA12.0","Tauro 3a12b",-0.253078474331801,0.548290049233471
"TG.40.0.FA14.0","Tauro 3a12b",-0.346195401215179,0.439462739299466
"TG.40.0.FA16.0","Tauro 3a12b",-0.145234149660416,0.806897651442274
"TG.42.0.FA12.0","Tauro 3a12b",-0.34296284597541,0.463313700189104
"TG.42.0.FA14.0","Tauro 3a12b",-0.187271588814552,0.6944294625867
"TG.42.0.FA16.0","Tauro 3a12b",-0.0864212979191212,0.909389974460738
"TG.42.1.FA12.0","Tauro 3a12b",-0.372363190081689,0.637607804184854
"TG.42.1.FA14.0","Tauro 3a12b",-0.440346941983765,0.407211895193858
"TG.42.1.FA16.0","Tauro 3a12b",-0.37199219526375,0.392363167016815
"TG.42.1.FA16.1","Tauro 3a12b",-0.00429884287218174,1
"TG.42.1.FA18.1","Tauro 3a12b",-0.312609213091885,0.480040550771319
"TG.42.2.FA18.2","Tauro 3a12b",-0.643840004097801,0.537204215422221
"TG.44.0.FA12.0","Tauro 3a12b",-0.309941717220188,0.431069238079593
"TG.44.0.FA14.0","Tauro 3a12b",-0.301822206715065,0.370562797000778
"TG.44.0.FA16.0","Tauro 3a12b",-0.202477842472205,0.561188172546446
"TG.44.0.FA18.0","Tauro 3a12b",-0.250752377453569,0.639558801090554
"TG.44.1.FA12.0","Tauro 3a12b",-0.11528980171746,0.867300964903148
"TG.44.1.FA14.0","Tauro 3a12b",-0.163310158887958,0.737867261823071
"TG.44.1.FA14.1","Tauro 3a12b",-0.272327104558129,0.7599796437332
"TG.44.1.FA16.0","Tauro 3a12b",-0.211290359662501,0.531206487582479
"TG.44.1.FA16.1","Tauro 3a12b",-0.173644462840773,0.78329984797797
"TG.44.1.FA18.1","Tauro 3a12b",-0.145792163788065,0.74757485239891
"TG.44.2.FA12.0","Tauro 3a12b",-0.407618339202516,0.535684807713869
"TG.44.2.FA14.0","Tauro 3a12b",-0.223454261520789,0.811196890844009
"TG.44.2.FA16.0","Tauro 3a12b",-0.22797350132401,0.561188172546446
"TG.44.2.FA16.1","Tauro 3a12b",-0.03083554706529,1
"TG.44.2.FA18.1","Tauro 3a12b",-0.197488886009921,0.713985206037293
"TG.44.2.FA18.2","Tauro 3a12b",-0.505799148256944,0.33348074903101
"TG.44.3.FA18.2","Tauro 3a12b",-1,NA
"TG.45.0.FA14.0","Tauro 3a12b",-0.413409494763615,0.235634156057391
"TG.45.0.FA15.0","Tauro 3a12b",-0.453444246521333,0.198084558617237
"TG.45.0.FA16.0","Tauro 3a12b",-0.317710041624981,0.307167504769364
"TG.45.1.FA15.0","Tauro 3a12b",-0.192782509879003,0.808004998099869
"TG.45.1.FA16.0","Tauro 3a12b",-0.388682937268582,0.279139168249246
"TG.45.1.FA18.1","Tauro 3a12b",-0.251114115270024,0.62586204902236
"TG.46.0.FA12.0","Tauro 3a12b",-0.31724801242602,0.42842362490723
"TG.46.0.FA14.0","Tauro 3a12b",-0.268354792665599,0.352656498649776
"TG.46.0.FA16.0","Tauro 3a12b",-0.216027585689541,0.456626060797926
"TG.46.0.FA18.0","Tauro 3a12b",-0.322484127331192,0.396409659171096
"TG.46.1.FA12.0","Tauro 3a12b",-0.242429286583479,0.409080783421215
"TG.46.1.FA14.0","Tauro 3a12b",-0.249406121487185,0.411714981445118
"TG.46.1.FA14.1","Tauro 3a12b",-0.21696988208456,0.585533235777285
"TG.46.1.FA16.0","Tauro 3a12b",-0.119616544899214,0.760900344623996
"TG.46.1.FA16.1","Tauro 3a12b",-0.0942737105128311,0.86097272903173
"TG.46.1.FA18.0","Tauro 3a12b",-0.278089842965384,0.600917102887245
"TG.46.1.FA18.1","Tauro 3a12b",-0.148890649335287,0.686829157727225
"TG.46.2.FA12.0","Tauro 3a12b",-0.157993787633661,0.647735014419146
"TG.46.2.FA14.0","Tauro 3a12b",-0.212770693925202,0.51958396376165
"TG.46.2.FA14.1","Tauro 3a12b",-0.0820444595952448,0.907639891478256
"TG.46.2.FA16.0","Tauro 3a12b",-0.177724999959265,0.576876341213133
"TG.46.2.FA16.1","Tauro 3a12b",-0.0309381070465132,1
"TG.46.2.FA18.1","Tauro 3a12b",-0.152246647909304,0.658622182309128
"TG.46.2.FA18.2","Tauro 3a12b",-0.210022250320256,0.547447061492592
"TG.46.3.FA12.0","Tauro 3a12b",-0.144340098672365,0.782599510096048
"TG.46.3.FA14.0","Tauro 3a12b",0.705866218441142,0.554632730965354
"TG.46.3.FA14.1","Tauro 3a12b",0.30996153025609,0.585533235777285
"TG.46.3.FA16.0","Tauro 3a12b",-0.160540830885229,0.76357055955833
"TG.46.3.FA16.1","Tauro 3a12b",-0.115567088064858,0.83762162850123
"TG.46.3.FA18.1","Tauro 3a12b",-0.256593847346702,0.475835672487263
"TG.46.3.FA18.2","Tauro 3a12b",-0.0741723643868188,0.957317584629611
"TG.46.3.FA18.3","Tauro 3a12b",-0.133398902931511,0.957317584629611
"TG.46.4.FA18.2","Tauro 3a12b",-0.105737631602107,0.97808375856283
"TG.47.0.FA14.0","Tauro 3a12b",-0.42144603789438,0.211411194981044
"TG.47.0.FA15.0","Tauro 3a12b",-0.223309417991105,0.485617714436021
"TG.47.0.FA16.0","Tauro 3a12b",-0.247597374995909,0.369596938279504
"TG.47.0.FA17.0","Tauro 3a12b",-0.217964999917585,0.568274149797643
"TG.47.1.FA14.0","Tauro 3a12b",-0.357310450972918,0.281884938955027
"TG.47.1.FA15.0","Tauro 3a12b",-0.235441371017949,0.494270461057149
"TG.47.1.FA16.0","Tauro 3a12b",-0.168054384975324,0.626101519459424
"TG.47.1.FA16.1","Tauro 3a12b",-0.0245053450894483,1
"TG.47.1.FA17.0","Tauro 3a12b",-0.230993223073968,0.832828268138426
"TG.47.1.FA18.1","Tauro 3a12b",-0.192232346091996,0.586388735478652
"TG.47.2.FA14.0","Tauro 3a12b",0.232515528039238,0.787922253081313
"TG.47.2.FA15.0","Tauro 3a12b",-0.151155254693668,0.793760709144874
"TG.47.2.FA16.1","Tauro 3a12b",0.128028031816666,0.807023676036882
"TG.47.2.FA18.1","Tauro 3a12b",-0.108300709797861,0.85555416226255
"TG.47.2.FA18.2","Tauro 3a12b",-0.368229760648815,0.397219778655424
"TG.48.0.FA14.0","Tauro 3a12b",-0.240632416852081,0.427866126276983
"TG.48.0.FA16.0","Tauro 3a12b",-0.185252528166261,0.546771539555086
"TG.48.0.FA18.0","Tauro 3a12b",-0.306744681576473,0.281916218700018
"TG.48.1.FA12.0","Tauro 3a12b",-0.26956141773559,0.5218874593165
"TG.48.1.FA14.0","Tauro 3a12b",-0.157991896516839,0.627632042982291
"TG.48.1.FA14.1","Tauro 3a12b",-0.0922993342260217,0.917074420737025
"TG.48.1.FA16.0","Tauro 3a12b",-0.0887606798326644,0.849404436647463
"TG.48.1.FA16.1","Tauro 3a12b",-0.049246225381201,0.959710861140043
"TG.48.1.FA18.0","Tauro 3a12b",-0.198543245736,0.61796621615882
"TG.48.1.FA18.1","Tauro 3a12b",-0.191594115096144,0.52789607104014
"TG.48.2.FA12.0","Tauro 3a12b",-0.168420373613046,0.620797215102181
"TG.48.2.FA14.0","Tauro 3a12b",-0.0972866233746202,0.823030296857059
"TG.48.2.FA14.1","Tauro 3a12b",-0.12898987642501,0.730170143787731
"TG.48.2.FA16.0","Tauro 3a12b",-0.107276654366277,0.793896750439218
"TG.48.2.FA16.1","Tauro 3a12b",-0.0615926731262606,0.926211020876586
"TG.48.2.FA18.0","Tauro 3a12b",-0.275105916003786,0.532641314421778
"TG.48.2.FA18.1","Tauro 3a12b",-0.130014977645874,0.724402684157058
"TG.48.2.FA18.2","Tauro 3a12b",-0.231382342999201,0.408165076843339
"TG.48.3.FA12.0","Tauro 3a12b",-0.0233307453666124,1
"TG.48.3.FA14.0","Tauro 3a12b",-0.182781698929039,0.5779842697963
"TG.48.3.FA14.1","Tauro 3a12b",-0.19899513365573,0.50354711571374
"TG.48.3.FA16.0","Tauro 3a12b",-0.140169690703853,0.712338296878173
"TG.48.3.FA16.1","Tauro 3a12b",-0.0725092912231169,0.895486386297479
"TG.48.3.FA18.1","Tauro 3a12b",-0.126520819804088,0.733141332520909
"TG.48.3.FA18.2","Tauro 3a12b",-0.218004559301071,0.461825987595057
"TG.48.3.FA18.3","Tauro 3a12b",0.0191797440044799,1
"TG.48.4.FA12.0","Tauro 3a12b",-0.15735168873733,0.787922253081313
"TG.48.4.FA14.0","Tauro 3a12b",0.678855542038012,0.852916501777491
"TG.48.4.FA14.1","Tauro 3a12b",-0.194154390449674,0.675911640246159
"TG.48.4.FA16.0","Tauro 3a12b",0.226548672718711,0.678461598231606
"TG.48.4.FA16.1","Tauro 3a12b",0.0412103938361415,1
"TG.48.4.FA18.1","Tauro 3a12b",-0.206961826249616,0.679962234790201
"TG.48.4.FA18.2","Tauro 3a12b",-0.0476625024539314,0.985845378510354
"TG.48.4.FA18.3","Tauro 3a12b",-0.219221501208113,0.792833771437113
"TG.48.5.FA18.2","Tauro 3a12b",0.3756437701115,0.537204215422221
"TG.48.5.FA18.3","Tauro 3a12b",-1,NA
"TG.49.0.FA15.0","Tauro 3a12b",-0.174783704880325,0.635915479800925
"TG.49.0.FA16.0","Tauro 3a12b",-0.221277378592778,0.436590250530652
"TG.49.0.FA17.0","Tauro 3a12b",-0.208874167644463,0.497454313450373
"TG.49.0.FA18.0","Tauro 3a12b",-0.182051476469097,0.574838585714475
"TG.49.1.FA14.0","Tauro 3a12b",-0.0933789991375012,0.886926227289909
"TG.49.1.FA15.0","Tauro 3a12b",-0.20094096823557,0.497454313450373
"TG.49.1.FA16.0","Tauro 3a12b",-0.159213265383084,0.624241047359142
"TG.49.1.FA16.1","Tauro 3a12b",-0.104151924742203,0.805481346675501
"TG.49.1.FA17.0","Tauro 3a12b",-0.152087949947854,0.710972316907037
"TG.49.1.FA18.1","Tauro 3a12b",-0.175003996733752,0.574838585714475
"TG.49.2.FA14.0","Tauro 3a12b",-0.0155327321716591,1
"TG.49.2.FA15.0","Tauro 3a12b",-0.106618641062642,0.796503716944726
"TG.49.2.FA16.0","Tauro 3a12b",-0.0679357338139432,0.909549308211061
"TG.49.2.FA16.1","Tauro 3a12b",-0.0916340297753654,0.841192661179187
"TG.49.2.FA17.0","Tauro 3a12b",-0.0283958274914475,1
"TG.49.2.FA18.1","Tauro 3a12b",-0.144585367765621,0.681806775505767
"TG.49.2.FA18.2","Tauro 3a12b",-0.25039518970872,0.373107699276985
"TG.49.3.FA15.0","Tauro 3a12b",-0.0209853853889406,1
"TG.49.3.FA16.0","Tauro 3a12b",-0.143310873079681,0.793856357157874
"TG.49.3.FA16.1","Tauro 3a12b",-0.0175759556523272,1
"TG.49.3.FA18.2","Tauro 3a12b",-0.0832396838248013,0.891818066820221
"TG.49.3.FA18.3","Tauro 3a12b",-0.933194166244251,0.613129740808583
"TG.50.0.FA14.0","Tauro 3a12b",-0.406375335163395,0.20358787379382
"TG.50.0.FA16.0","Tauro 3a12b",-0.22401907453426,0.42842362490723
"TG.50.0.FA18.0","Tauro 3a12b",-0.205558199021931,0.486829706578551
"TG.50.1.FA14.0","Tauro 3a12b",-0.216062272913165,0.473200227355527
"TG.50.1.FA16.0","Tauro 3a12b",-0.119629681317598,0.7547214808723
"TG.50.1.FA16.1","Tauro 3a12b",-0.0989181550109629,0.818404646452715
"TG.50.1.FA18.0","Tauro 3a12b",-0.168889024232641,0.594625611814218
"TG.50.1.FA18.1","Tauro 3a12b",-0.151965039803701,0.647639141295927
"TG.50.1.FA20.1","Tauro 3a12b",-0.200157242088321,0.5852523916629
"TG.50.2.FA14.0","Tauro 3a12b",-0.13472655822925,0.708239768849241
"TG.50.2.FA14.1","Tauro 3a12b",0.0442376488763564,0.991942457233737
"TG.50.2.FA16.0","Tauro 3a12b",-0.0850943442525017,0.860439760968714
"TG.50.2.FA16.1","Tauro 3a12b",-0.0796880041737036,0.873649534377502
"TG.50.2.FA18.0","Tauro 3a12b",-0.126105586198892,0.74550857551574
"TG.50.2.FA18.1","Tauro 3a12b",-0.105414255004429,0.80095113234968
"TG.50.2.FA18.2","Tauro 3a12b",-0.270724654714777,0.306747562346299
"TG.50.2.FA20.2","Tauro 3a12b",NA,NA
"TG.50.3.FA14.0","Tauro 3a12b",-0.226684873929311,0.420744134317401
"TG.50.3.FA14.1","Tauro 3a12b",-0.251337078448186,0.364983085986923
"TG.50.3.FA16.0","Tauro 3a12b",-0.185417410285634,0.545935346357279
"TG.50.3.FA16.1","Tauro 3a12b",-0.0475845658829799,0.964340695368971
"TG.50.3.FA18.0","Tauro 3a12b",-0.128565640253672,0.866383067314224
"TG.50.3.FA18.1","Tauro 3a12b",-0.102853464464852,0.806897651442274
"TG.50.3.FA18.2","Tauro 3a12b",-0.218855643106124,0.445332849369465
"TG.50.3.FA18.3","Tauro 3a12b",-0.0825443911019538,0.891392827858934
"TG.50.3.FA20.3","Tauro 3a12b",0.316157730968134,0.592838578875927
"TG.50.4.FA14.0","Tauro 3a12b",-0.130008779794186,0.74128754763881
"TG.50.4.FA14.1","Tauro 3a12b",-0.245819870361219,0.413481164530538
"TG.50.4.FA16.0","Tauro 3a12b",-0.0417794176411935,0.984450302510717
"TG.50.4.FA16.1","Tauro 3a12b",-0.147783568854608,0.659093549996806
"TG.50.4.FA18.1","Tauro 3a12b",-0.224019554546028,0.42842362490723
"TG.50.4.FA18.2","Tauro 3a12b",-0.0999040395255366,0.814305241125514
"TG.50.4.FA18.3","Tauro 3a12b",-0.0933213911167037,0.851817055497967
"TG.50.4.FA20.3","Tauro 3a12b",-0.46736022086952,0.670172763528963
"TG.50.4.FA20.4","Tauro 3a12b",0.217720480089857,0.793896750439218
"TG.50.5.FA14.0","Tauro 3a12b",0.106965174471962,0.941850593942839
"TG.50.5.FA16.0","Tauro 3a12b",0.368720641339305,0.412200504462869
"TG.50.5.FA16.1","Tauro 3a12b",0.00340902288192287,1
"TG.50.5.FA18.1","Tauro 3a12b",-0.0996297170039556,0.859901125419114
"TG.50.5.FA18.2","Tauro 3a12b",0.0759129265615128,0.926211020876586
"TG.50.5.FA18.3","Tauro 3a12b",0.293263613901601,0.379177567403813
"TG.50.5.FA20.4","Tauro 3a12b",-0.244833086161867,0.920076487449864
"TG.50.5.FA20.5","Tauro 3a12b",-1,NA
"TG.51.0.FA16.0","Tauro 3a12b",-0.147573692292204,0.660126599027798
"TG.51.0.FA17.0","Tauro 3a12b",-0.139598998804767,0.705382224181129
"TG.51.0.FA18.0","Tauro 3a12b",-0.169807530240987,0.591388704542956
"TG.51.1.FA15.0","Tauro 3a12b",-0.163854185565394,0.615134751757655
"TG.51.1.FA16.0","Tauro 3a12b",-0.110884312886868,0.786254787636075
"TG.51.1.FA17.0","Tauro 3a12b",-0.174502557688014,0.576876108024108
"TG.51.1.FA18.0","Tauro 3a12b",-0.152933292234231,0.644198416439506
"TG.51.1.FA18.1","Tauro 3a12b",-0.146740616672202,0.663670466127556
"TG.51.2.FA15.0","Tauro 3a12b",-0.173223192518787,0.580223029700707
"TG.51.2.FA16.0","Tauro 3a12b",-0.0710914691473623,0.900390802580362
"TG.51.2.FA16.1","Tauro 3a12b",-0.0335473349576018,1
"TG.51.2.FA17.0","Tauro 3a12b",-0.0738200576320727,0.892143313380099
"TG.51.2.FA18.1","Tauro 3a12b",-0.152218011213905,0.647035673837823
"TG.51.2.FA18.2","Tauro 3a12b",-0.307541295821943,0.225846657685029
"TG.51.3.FA15.0","Tauro 3a12b",-0.216356137348674,0.455122953274373
"TG.51.3.FA16.1","Tauro 3a12b",-0.0888425726447564,0.848988323752447
"TG.51.3.FA17.0","Tauro 3a12b",-0.0377405784545056,1
"TG.51.3.FA18.2","Tauro 3a12b",-0.204914295452936,0.488677559540941
"TG.51.3.FA18.3","Tauro 3a12b",0.484652374945498,0.365732805885569
"TG.51.4.FA15.0","Tauro 3a12b",-0.0571735219847109,0.949783387411263
"TG.51.4.FA16.1","Tauro 3a12b",-0.229839028234236,0.424682976212914
"TG.51.4.FA18.2","Tauro 3a12b",-0.135552302426733,0.734105121041025
"TG.51.4.FA18.3","Tauro 3a12b",0.18099484987789,0.710836245852614
"TG.51.5.FA18.2","Tauro 3a12b",0.286244090742321,0.703142140402415
"TG.51.5.FA18.3","Tauro 3a12b",0.30513448241902,0.870159901409648
"TG.52.0.FA16.0","Tauro 3a12b",-0.19941917260245,0.50212218774458
"TG.52.0.FA18.0","Tauro 3a12b",-0.232505373617267,0.406883881708898
"TG.52.0.FA20.0","Tauro 3a12b",-0.158935776065888,0.653232199056652
"TG.52.1.FA16.0","Tauro 3a12b",-0.127403779465674,0.730766285068824
"TG.52.1.FA16.1","Tauro 3a12b",-0.0276659062584251,1
"TG.52.1.FA18.0","Tauro 3a12b",-0.161482563400229,0.618004290230964
"TG.52.1.FA18.1","Tauro 3a12b",-0.123019723128738,0.743914358005929
"TG.52.1.FA20.0","Tauro 3a12b",-0.22079413078972,0.445678057060204
"TG.52.1.FA20.1","Tauro 3a12b",-0.0887422299618883,0.849404436647463
"TG.52.2.FA14.0","Tauro 3a12b",-0.107906077425481,0.817207112846977
"TG.52.2.FA16.0","Tauro 3a12b",-0.0840155442773591,0.863783166615209
"TG.52.2.FA16.1","Tauro 3a12b",-0.0556502052558055,0.944504467349994
