"Liver_lipid","Biliary_ba","bicor","adj_pval"
"DG.18.2_20.3","3b7a12a",0.676153673666292,0.0359774615590538
"DG.18.2_20.4","3b7a12a",0.745804106386579,0.000176608981734635
"DG.18.2_20.5","3b7a12a",0.063890261591772,0.969301658262914
"DG.18.2_22.4","3b7a12a",0.0699147081715046,0.953741376353486
"DG.18.2_22.5","3b7a12a",0.506569620040591,0.293912205378614
"DG.18.2_22.6","3b7a12a",0.537008091718198,0.04592125561246
"DG.20.0_20.0","3b7a12a",0.0694175942034745,0.841097034878841
"FA.12.0","3b7a12a",-0.0723985577175457,0.815822059950778
"FA.14.0","3b7a12a",-0.580571926315838,0.000176608981734635
"FA.14.1","3b7a12a",-0.292685486714369,0.144326401391962
"FA.15.0","3b7a12a",-0.508935735762779,0.00148904810600812
"FA.16.0","3b7a12a",-0.399516914099818,0.0248776580339882
"FA.16.1","3b7a12a",-0.395715945937477,0.0270226003767996
"FA.17.0","3b7a12a",-0.429049890711022,0.0129623654577796
"FA.18.0","3b7a12a",-0.18690813108456,0.425375343168741
"FA.18.1","3b7a12a",-0.281179732388284,0.166266230885716
"FA.18.2","3b7a12a",0.108014320006519,0.688263181339136
"FA.18.3","3b7a12a",-0.206386169551656,0.363452330912178
"FA.18.4","3b7a12a",0.322514666624056,0.0970635574284355
"FA.20.0","3b7a12a",0.141232882107314,0.574273543567609
"FA.20.1","3b7a12a",-0.407185462525239,0.0212905106229798
"FA.20.2","3b7a12a",-0.115314347643908,0.663696457562337
"FA.20.3","3b7a12a",-0.222901477463143,0.311690564219863
"FA.20.4","3b7a12a",0.0525418144324752,0.881883185138509
"FA.20.5","3b7a12a",-0.101856984676523,0.712468724217671
"FA.22.0","3b7a12a",-0.242252858838748,0.256071993139881
"FA.22.1","3b7a12a",-0.0284422154325659,0.953163786030917
"FA.22.2","3b7a12a",-0.382999942421631,0.035153453773005
"FA.22.4","3b7a12a",0.0544688167107499,0.875918940072377
"FA.22.5","3b7a12a",0.339901890039719,0.0747991505111381
"FA.22.6","3b7a12a",0.6197939483074,8.7381910698695e-05
"FA.24.0","3b7a12a",-0.0402753947971175,0.919014064887148
"FA.24.1","3b7a12a",0.280558379110635,0.167244363874638
"HexCER.d18.1.16.0","3b7a12a",-0.193964062745263,0.403500072692072
"HexCER.d18.1.18.0","3b7a12a",0.0383008219124955,0.945253160708117
"HexCER.d18.1.20.0","3b7a12a",-0.333567388742661,0.0827332391611521
"HexCER.d18.1.20.1","3b7a12a",NA,NA
"HexCER.d18.1.22.0","3b7a12a",-0.458081200190674,0.00634726305601202
"HexCER.d18.1.22.1","3b7a12a",-0.417774712603457,0.0166961834057439
"HexCER.d18.1.24.0","3b7a12a",-0.00617353151837792,1
"HexCER.d18.1.24.1","3b7a12a",-0.0154598087235807,0.98979941536162
"HexCER.d18.1.26.0","3b7a12a",0.0991580161631095,0.888088722890007
"LPC.14.0","3b7a12a",0.0349373868654474,0.994180977132606
"LPC.15.0","3b7a12a",-0.363744574002127,0.115124399584813
"LPC.16.0","3b7a12a",-0.239553551032663,0.263198181495693
"LPC.16.1","3b7a12a",-0.491210372481801,0.00254767484952579
"LPC.17.0","3b7a12a",-0.567327533006144,0.000262184833420729
"LPC.18.0","3b7a12a",-0.310989054989108,0.114501393766343
"LPC.18.1","3b7a12a",-0.469547229934699,0.00468844495922844
"LPC.18.2","3b7a12a",0.39172062825912,0.0295209908799899
"LPC.18.3","3b7a12a",0.453328255399689,0.0715151004329048
"LPC.20.0","3b7a12a",0.0962588351331051,0.823759635032206
"LPC.20.1","3b7a12a",0.0394666247590918,0.943303388719996
"LPC.20.2","3b7a12a",-0.237439135001136,0.414014770101942
"LPC.20.3","3b7a12a",-0.180514933346199,0.446668391290511
"LPC.20.4","3b7a12a",0.0744759487814137,0.80885200931219
"LPC.20.5","3b7a12a",-1,NA
"LPC.22.5","3b7a12a",-0.550251812175049,0.703443985831591
"LPC.22.6","3b7a12a",0.2873749533834,0.187867357337628
"LPE.16.0","3b7a12a",-0.228750425580433,0.294292699627493
"LPE.16.1","3b7a12a",-0.504401195082539,0.00170248689476334
"LPE.17.0","3b7a12a",-0.576623301269767,0.000198083725798262
"LPE.18.0","3b7a12a",-0.198572633827118,0.388593194503672
"LPE.18.1","3b7a12a",-0.49026381306182,0.0026228507420381
"LPE.18.2","3b7a12a",0.287014596594269,0.154603768903267
"LPE.20.0","3b7a12a",-0.619199317480883,0.64592417657488
"LPE.20.1","3b7a12a",-0.168424428126943,0.48538623158563
"LPE.20.2","3b7a12a",0.444408612292911,0.0248607022998079
"LPE.20.3","3b7a12a",-0.310754364730426,0.114812845705329
"LPE.20.4","3b7a12a",-0.0660460599749241,0.836252533821189
"LPE.22.6","3b7a12a",0.445162191302438,0.121191521039135
"LacCER.d18.1.16.0","3b7a12a",-0.557593327420363,0.00057114744214495
"LacCER.d18.1.18.0","3b7a12a",-0.364867364050627,0.0690397916510972
"LacCER.d18.1.18.1","3b7a12a",-0.243556063035947,0.271475486849347
"LacCER.d18.1.20.1","3b7a12a",-0.331331557880351,0.382291774507399
"LacCER.d18.1.22.0","3b7a12a",0.263049242727249,0.669813645795174
"LacCER.d18.1.24.1","3b7a12a",NA,NA
"PC.12.0_16.0","3b7a12a",0.390130484504756,0.0305531580067779
"PC.12.0_16.1","3b7a12a",0.304966842293132,0.299411951718105
"PC.12.0_18.0","3b7a12a",0.458123356322381,0.00634495001141529
"PC.12.0_18.1","3b7a12a",0.578722326590917,0.000211017945452185
"PC.12.0_18.2","3b7a12a",0.305941815916122,0.450049729126349
"PC.14.0_16.0","3b7a12a",-0.702628546162364,5.89428461672182e-06
"PC.14.0_16.1","3b7a12a",-0.348090527023516,0.158148901221933
"PC.14.0_18.0","3b7a12a",-0.18851670448577,0.623927917767928
"PC.14.0_18.1","3b7a12a",-0.732426778229678,7.47843247084011e-07
"PC.14.0_18.2","3b7a12a",-0.142578865031361,0.570446848543728
"PC.14.0_20.3","3b7a12a",-0.235486614280678,0.393037241022691
"PC.14.0_20.4","3b7a12a",-0.468487748883547,0.00905788801948372
"PC.14.0_22.6","3b7a12a",0.104693138805041,0.80885200931219
"PC.14.1_15.0","3b7a12a",-0.864181338720634,0.372747357999552
"PC.14.1_17.0","3b7a12a",-0.0106750198111352,1
"PC.14.1_20.0","3b7a12a",0.410076026356298,0.627840769173457
"PC.15.0_16.1","3b7a12a",-0.57034943106167,0.208034617002187
"PC.15.0_18.1","3b7a12a",-0.647367400921972,7.11393115467e-05
"PC.15.0_18.2","3b7a12a",-0.108952077169394,0.684562167032978
"PC.15.0_20.3","3b7a12a",-0.401841260279458,0.375296907467173
"PC.15.0_20.4","3b7a12a",-0.124442557597739,0.720359321607656
"PC.15.0_22.6","3b7a12a",-0.0459711874722154,0.93911087086138
"PC.16.0_16.0","3b7a12a",0.423599740470199,0.0147273397209108
"PC.16.0_16.1","3b7a12a",-0.707991790486069,2.3859603529874e-06
"PC.16.0_18.0","3b7a12a",-0.00445831379986285,1
"PC.16.0_18.1","3b7a12a",-0.711405716034714,2.06301436385395e-06
"PC.16.0_18.2","3b7a12a",0.4061380950501,0.0217449044920702
"PC.16.0_18.3","3b7a12a",-0.0899653698775666,0.754406047515361
"PC.16.0_20.1","3b7a12a",-0.304317980439728,0.125713347458023
"PC.16.0_20.2","3b7a12a",-0.0832625448516205,0.778337654374311
"PC.16.0_20.3","3b7a12a",-0.405842092097482,0.0218769024310544
"PC.16.0_20.4","3b7a12a",-0.14731127139795,0.55549126167241
"PC.16.0_20.5","3b7a12a",0.47392583641326,0.00414850105900438
"PC.16.0_22.1","3b7a12a",NA,NA
"PC.16.0_22.2","3b7a12a",-0.216723252065514,0.964701565759329
"PC.16.0_22.4","3b7a12a",-0.442122189002788,0.0150304898266981
"PC.16.0_22.5","3b7a12a",0.236346777073996,0.272300820771161
"PC.16.0_22.6","3b7a12a",0.510548765157226,0.00141818588249862
"PC.16.1_17.0","3b7a12a",-0.370717363784079,0.125713347458023
"PC.16.1_18.0","3b7a12a",-0.668495213003923,2.19640497312422e-05
"PC.16.1_18.1","3b7a12a",-0.646247591592535,5.07367968826662e-05
"PC.16.1_18.2","3b7a12a",0.183520864180294,0.43686142910798
"PC.16.1_20.0","3b7a12a",-0.156198086344302,0.575469548023598
"PC.17.0_18.1","3b7a12a",-0.752102701626016,2.60006827589537e-07
"PC.17.0_18.2","3b7a12a",-0.157175596164892,0.523740105631986
"PC.17.0_20.3","3b7a12a",-0.569356836498279,0.000618631570664929
"PC.17.0_20.4","3b7a12a",-0.526908467436175,0.000968427782552839
"PC.17.0_22.5","3b7a12a",0,1
"PC.17.0_22.6","3b7a12a",0.119662495011518,0.680981784395173
"PC.18.0_18.0","3b7a12a",-0.120095816381792,0.647601135942696
"PC.18.0_18.1","3b7a12a",-0.511070764381892,0.00139409531402908
"PC.18.0_18.2","3b7a12a",0.378311249850335,0.0383285054894286
"PC.18.0_18.3","3b7a12a",-0.3492082016558,0.0642651895667353
"PC.18.0_20.0","3b7a12a",0.226439281712581,0.301523657548136
"PC.18.0_20.1","3b7a12a",-0.257011913536229,0.277645040137212
"PC.18.0_20.2","3b7a12a",-0.0982725303570048,0.724767144565734
"PC.18.0_20.3","3b7a12a",-0.375730671768108,0.0403651853029025
"PC.18.0_20.4","3b7a12a",-0.0668484022370473,0.833548847315725
"PC.18.0_20.5","3b7a12a",0.421462673487536,0.0166961834057439
"PC.18.0_22.4","3b7a12a",0.0141526819803248,1
"PC.18.0_22.5","3b7a12a",0.198566927801686,0.3944207731053
"PC.18.0_22.6","3b7a12a",0.560419222138444,0.000322875318994675
"PC.18.1_18.1","3b7a12a",-0.39086780207562,0.0300595084420343
"PC.18.1_18.2","3b7a12a",-0.11200746931694,0.675253776734281
"PC.18.1_18.3","3b7a12a",-0.158941772201814,0.51830709596018
"PC.18.1_20.0","3b7a12a",-0.280240336156854,0.16778501964371
"PC.18.1_20.1","3b7a12a",-0.264559327760288,0.24479189390364
"PC.18.1_20.2","3b7a12a",-0.22008562252246,0.340046096104195
"PC.18.1_20.3","3b7a12a",-0.359808946321347,0.0534915976033402
"PC.18.1_20.4","3b7a12a",-0.269655942798017,0.191322202318274
"PC.18.1_20.5","3b7a12a",0.515437625438182,0.00180386377648536
"PC.18.1_22.4","3b7a12a",-0.347870955468747,0.446176075849153
"PC.18.1_22.5","3b7a12a",-0.239417662967203,0.296374993627896
"PC.18.1_22.6","3b7a12a",0.433069257879829,0.0117994246058915
"PC.18.2_18.2","3b7a12a",0.18555214583343,0.429862169445628
"PC.18.2_18.3","3b7a12a",0.355676930093905,0.189092077596974
"PC.18.2_20.0","3b7a12a",0.373502529251674,0.042077280050844
"PC.18.2_20.1","3b7a12a",0.298973976673003,0.134155251422152
"PC.18.2_20.2","3b7a12a",0.588336985890099,0.000418261353042397
"PC.18.2_20.3","3b7a12a",-0.162269545903278,0.507696331823421
"PC.18.2_20.4","3b7a12a",0.290734896766262,0.147784667563406
"PC.18.2_20.5","3b7a12a",0.403853943429796,0.484635760442958
"PC.18.2_22.5","3b7a12a",0.485014954303946,0.866156909488286
"PC.18.2_22.6","3b7a12a",0.553147026861447,0.00101858720677679
"PC.18.3_20.0","3b7a12a",NA,NA
"PC.20.0_20.3","3b7a12a",-0.0874401610195462,0.845378707614613
"PC.20.0_20.4","3b7a12a",0.123574324538698,0.64762804675343
"PC.20.0_22.6","3b7a12a",-0.297866456758418,0.938294837362188
"PE.14.0_16.0","3b7a12a",0.144947922122834,0.679667221988843
"PE.14.0_18.0","3b7a12a",-0.169079305043012,0.950587848923254
"PE.14.0_18.1","3b7a12a",-0.160495128569957,0.586542382591365
"PE.14.0_18.2","3b7a12a",-0.134132481996486,0.76838616853164
"PE.14.0_20.3","3b7a12a",1,NA
"PE.14.0_20.4","3b7a12a",0,1
"PE.14.0_22.6","3b7a12a",0,1
"PE.14.1_18.1","3b7a12a",-0.305142991867119,0.198531180482198
"PE.15.0_18.1","3b7a12a",NA,NA
"PE.15.0_20.4","3b7a12a",NA,NA
"PE.15.0_22.6","3b7a12a",-0.193078468839103,0.553826669282983
"PE.16.0_16.0","3b7a12a",-0.0800609681983822,0.78917326219878
"PE.16.0_16.1","3b7a12a",-0.603326596894754,0.000116202108698192
"PE.16.0_18.0","3b7a12a",-0.14676466399749,0.556926738140588
"PE.16.0_18.1","3b7a12a",-0.277935756771854,0.173014797306634
"PE.16.0_18.2","3b7a12a",0.212156399023707,0.345440707723731
"PE.16.0_18.3","3b7a12a",0.27019606533109,0.26640842545367
"PE.16.0_20.1","3b7a12a",0.320809913959887,0.0999361100066768
"PE.16.0_20.2","3b7a12a",0.190995407944876,0.412665881758611
"PE.16.0_20.3","3b7a12a",-0.240038639064407,0.301717393815217
"PE.16.0_20.4","3b7a12a",-0.362560885336201,0.0510867225552877
"PE.16.0_20.5","3b7a12a",NA,NA
"PE.16.0_22.4","3b7a12a",-0.539387291595072,0.000573513601578084
"PE.16.0_22.5","3b7a12a",0.0506244912742952,0.96326914916305
"PE.16.0_22.6","3b7a12a",0.272977185420553,0.251993606407349
"PE.16.1_17.0","3b7a12a",-0.673266593316681,0.0607906427111644
"PE.16.1_18.0","3b7a12a",-0.527612500483095,0.00082167540071235
"PE.16.1_18.1","3b7a12a",-0.574097850108521,0.000211017945452185
"PE.16.1_18.2","3b7a12a",-0.264897109261337,0.202574473891332
"PE.17.0_18.0","3b7a12a",-0.616595681808523,0.0344197979363214
"PE.17.0_18.1","3b7a12a",-0.601953487105538,0.00017035609797656
"PE.17.0_18.2","3b7a12a",0.0253132917250106,0.962850622618731
"PE.17.0_20.2","3b7a12a",NA,NA
"PE.17.0_20.3","3b7a12a",-0.393731835490284,0.500974413806323
"PE.17.0_20.4","3b7a12a",-0.496531530979515,0.00398539837389326
"PE.17.0_22.1","3b7a12a",-1,NA
"PE.17.0_22.2","3b7a12a",NA,NA
"PE.17.0_22.5","3b7a12a",0.321065269622173,0.930253302671042
"PE.17.0_22.6","3b7a12a",-0.289060530559882,0.218064996094157
"PE.18.0_18.0","3b7a12a",0.456031682914554,0.0066967236422589
"PE.18.0_18.1","3b7a12a",-0.422496177268951,0.0150900376208787
"PE.18.0_18.2","3b7a12a",0.206458447779415,0.363391319625054
"PE.18.0_18.3","3b7a12a",0.198476782437347,0.459066341661379
"PE.18.0_20.1","3b7a12a",0.401716477480407,0.0239004433130136
"PE.18.0_20.2","3b7a12a",-0.317472329689904,0.105053154726452
"PE.18.0_20.3","3b7a12a",-0.0218168123139402,0.975510999540036
"PE.18.0_20.4","3b7a12a",-0.104130140496583,0.703168233737734
"PE.18.0_20.5","3b7a12a",NA,NA
"PE.18.0_22.4","3b7a12a",-0.29745415155008,0.136234835463473
"PE.18.0_22.5","3b7a12a",0.146752114522435,0.817424277358454
"PE.18.0_22.6","3b7a12a",0.0601511693732647,0.879079347879684
"PE.18.1_18.1","3b7a12a",-0.407617618321455,0.0210777826943296
"PE.18.1_18.2","3b7a12a",0.0558056408915268,0.870935256598472
"PE.18.1_18.3","3b7a12a",0.0950035748628126,0.774041298119084
"PE.18.1_20.1","3b7a12a",0.276796830154366,0.175637920727753
"PE.18.1_20.2","3b7a12a",-0.343405521020382,0.0705641854955969
"PE.18.1_20.3","3b7a12a",-0.351824158413595,0.08422359550482
"PE.18.1_20.4","3b7a12a",-0.459754178142665,0.00612693848236552
"PE.18.1_20.5","3b7a12a",NA,NA
"PE.18.1_22.0","3b7a12a",-0.0082364128647179,1
"PE.18.1_22.4","3b7a12a",-0.506142018744847,0.00237246044377012
"PE.18.1_22.5","3b7a12a",0.141104370906257,0.826083576936688
"PE.18.1_22.6","3b7a12a",0.417869255491227,0.0407815277513694
"PE.18.2_18.2","3b7a12a",0.353108782587386,0.0601271097066498
"PE.18.2_18.3","3b7a12a",-0.342074749747869,0.70624620841485
"PE.18.2_20.1","3b7a12a",0.390593558891461,0.0302395082173774
"PE.18.2_20.2","3b7a12a",0.464273918608668,0.0460389153320472
"PE.18.2_20.3","3b7a12a",-0.359454020113386,0.0982480459703615
"PE.18.2_20.4","3b7a12a",-0.216368604935297,0.331060676926021
"PE.18.2_22.5","3b7a12a",0.412204714655742,0.507696331823421
"PE.18.2_22.6","3b7a12a",0.231531564232692,0.371722792645126
"PE.O.16.0.16.0","3b7a12a",0.181106108908966,0.575265003665118
"PE.O.16.0.16.1","3b7a12a",1,NA
"PE.O.16.0.18.0","3b7a12a",-0.0470951150288534,0.99510654168465
"PE.O.16.0.18.1","3b7a12a",-0.298395983408343,0.134758823863822
"PE.O.16.0.18.2","3b7a12a",0.0460934175217466,0.903936406669195
"PE.O.16.0.20.1","3b7a12a",NA,NA
"PE.O.16.0.20.3","3b7a12a",-0.197582419026934,0.51943782314544
"PE.O.16.0.20.4","3b7a12a",-0.262022548342284,0.208954722209273
"PE.O.16.0.22.4","3b7a12a",-0.512309880633014,0.00382833568036002
"PE.O.16.0.22.5","3b7a12a",0.160376246728862,0.794645000955798
"PE.O.16.0.22.6","3b7a12a",0.140779287610332,0.628625187822855
"PE.O.18.0.16.0","3b7a12a",0.0825350383318013,0.815597942491394
"PE.O.18.0.16.1","3b7a12a",-0.371997524476856,0.161579246245796
"PE.O.18.0.18.0","3b7a12a",-0.12349582765256,0.899877200015424
"PE.O.18.0.18.1","3b7a12a",-0.525111268433569,0.000895564797557728
"PE.O.18.0.18.2","3b7a12a",-0.0913228834316137,0.750218786642951
"PE.O.18.0.18.3","3b7a12a",NA,NA
"PE.O.18.0.20.1","3b7a12a",-0.252446484865306,0.907883646623904
"PE.O.18.0.20.2","3b7a12a",NA,NA
"PE.O.18.0.20.3","3b7a12a",-0.411298338621927,0.0311935899377256
"PE.O.18.0.20.4","3b7a12a",-0.499910633872086,0.00196214638642284
"PE.O.18.0.22.4","3b7a12a",-0.368080482969078,0.110089711597149
"PE.O.18.0.22.5","3b7a12a",-0.0793145385066651,0.923584119080036
"PE.O.18.0.22.6","3b7a12a",-0.0332650409068022,0.950081598459051
"PE.P.14.0.18.0","3b7a12a",0.0792679629697282,0.890358852625981
"PE.P.14.0.18.1","3b7a12a",0.0354713213422263,0.950081598459051
"PE.P.14.1.18.1","3b7a12a",-0.64584088402189,0.510396880855415
"PE.P.16.0.16.0","3b7a12a",-0.0653319283611724,0.838727704050276
"PE.P.16.0.16.1","3b7a12a",0.0242596406301163,0.990607408810553
"PE.P.16.0.18.0","3b7a12a",0.00586871948731652,1
"PE.P.16.0.18.1","3b7a12a",-0.0924083039132815,0.745980275609405
"PE.P.16.0.18.2","3b7a12a",0.394801095139778,0.027529821500177
"PE.P.16.0.20.1","3b7a12a",-0.0925300963380299,0.850891756632901
"PE.P.16.0.20.2","3b7a12a",-0.178935794651589,0.703899404747869
"PE.P.16.0.20.3","3b7a12a",-0.0796972229704826,0.806826675363869
"PE.P.16.0.20.4","3b7a12a",-0.0323527887269333,0.942513526930314
"PE.P.16.0.20.5","3b7a12a",NA,NA
"PE.P.16.0.22.4","3b7a12a",-0.540655134613264,0.000550897794951257
"PE.P.16.0.22.5","3b7a12a",0.368183265534644,0.432666390882657
"PE.P.16.0.22.6","3b7a12a",0.275197806250626,0.247169959685703
"PE.P.16.1.18.1","3b7a12a",0.0277746338898164,0.966530749547412
"PE.P.18.0.16.0","3b7a12a",-0.25282466391277,0.229902117493447
"PE.P.18.0.16.1","3b7a12a",-0.213470866722991,0.453500639142374
"PE.P.18.0.18.0","3b7a12a",-0.351847189214401,0.177064310529963
"PE.P.18.0.18.1","3b7a12a",-0.442411754369086,0.00940970641026581
"PE.P.18.0.18.2","3b7a12a",-0.142265423825941,0.571074804737939
"PE.P.18.0.18.3","3b7a12a",NA,NA
"PE.P.18.0.20.1","3b7a12a",-0.3780107614921,0.91074399818977
"PE.P.18.0.20.2","3b7a12a",-0.513961860121196,0.733840581523936
"PE.P.18.0.20.3","3b7a12a",-0.100073483208112,0.739742027563328
"PE.P.18.0.20.4","3b7a12a",-0.2729442509849,0.183847700011536
"PE.P.18.0.20.5","3b7a12a",NA,NA
"PE.P.18.0.22.4","3b7a12a",-0.595968005958574,0.000133517807470312
"PE.P.18.0.22.5","3b7a12a",0.126945606348375,0.85024598740736
"PE.P.18.0.22.6","3b7a12a",0.289312374147406,0.217491079934924
"PE.P.18.1.16.0","3b7a12a",0.184615442543402,0.433167551220259
"PE.P.18.1.16.1","3b7a12a",0.113778495477969,0.781117854933759
"PE.P.18.1.18.0","3b7a12a",0.186513213191148,0.577036567269971
"PE.P.18.1.18.1","3b7a12a",-0.303917463289833,0.126384110227423
"PE.P.18.1.18.2","3b7a12a",0.238848619053058,0.265160728353919
"PE.P.18.1.20.1","3b7a12a",0.926888774042285,0.516791278395058
"PE.P.18.1.20.2","3b7a12a",-1,NA
"PE.P.18.1.20.3","3b7a12a",-0.123069329686742,0.670619648232718
"PE.P.18.1.20.4","3b7a12a",-0.257868709598958,0.218747297264693
"PE.P.18.1.22.4","3b7a12a",-0.42339563393888,0.0188846763566886
"PE.P.18.1.22.5","3b7a12a",-0.0236792816104944,1
"PE.P.18.1.22.6","3b7a12a",0.366889462852652,0.0994944962341944
"PE.P.18.2.18.2","3b7a12a",0.478902535357521,0.373027217319979
"PE.P.18.2.20.4","3b7a12a",0.147257451463062,0.882581316076713
"SM.d18.1.14.0","3b7a12a",-0.540875122488313,0.000548912922484463
