Liver_lipid,P value,Mean of Control CRISPR,Mean of Osbpl3 CRISPR,Difference,SE of difference,t ratio,df,Gene,Liver_lipid.y,bicor,adj_pval,abs_bicor,Max_abundance,Lipid_class,significant_corr,fold_change
TG 48:2-FA18:2,0.015342,0.2619,0.1655,0.09644,0.03554,2.713,16,Osbpl3,TG.48.2.FA18.2,0.845648563566864,6.02248710041609e-13,0.845648563566864,0.439135259,TG,yes,0.631920580374189
TG 52:4-FA20:3,0.015425,0.2489,0.1622,0.08675,0.032,2.711,16,Osbpl3,TG.52.4.FA20.3,0.858068166304295,1.4211000043964e-13,0.858068166304295,0.370947741,TG,yes,0.65166733627963
TG 51:1-FA18:0,0.015568,0.05328,0.03264,0.02064,0.007628,2.706,16,Osbpl3,TG.51.1.FA18.0,0.8453090284132,6.26004268982557e-13,0.8453090284132,0.156267039,TG,yes,0.612612612612613
TG 49:1-FA15:0,0.015941,0.4662,0.2848,0.1815,0.06734,2.695,16,Osbpl3,TG.49.1.FA15.0,0.858459749563328,1.3547942420212e-13,0.858459749563328,0.701433517,TG,yes,0.610896610896611
TG 47:2-FA14:0,0.016033,0.03245,0.02,0.01245,0.004626,2.692,16,Osbpl3,TG.47.2.FA14.0,0.791428378077241,3.63326359985779e-10,0.791428378077241,0.031198286,TG,yes,0.61633281972265
TG 48:3-FA14:0,0.016033,0.2062,0.135,0.07112,0.02642,2.692,16,Osbpl3,TG.48.3.FA14.0,0.822197674721838,7.60439068519052e-12,0.822197674721838,0.2859106,TG,yes,0.654704170708051
TG 49:1-FA16:1,0.016238,0.09229,0.05217,0.04012,0.01494,2.686,16,Osbpl3,TG.49.1.FA16.1,0.836974181454865,1.57509975856528e-12,0.836974181454865,0.20243033,TG,yes,0.565283345974645
TG 52:1-FA20:0,0.016388,0.08408,0.0504,0.03368,0.01256,2.681,16,Osbpl3,TG.52.1.FA20.0,0.733563461795627,1.31636035307337e-08,0.733563461795627,0.186680196,TG,yes,0.599429115128449
TG 54:1-FA18:1,0.016602,0.2602,0.1579,0.1022,0.03822,2.675,16,Osbpl3,TG.54.1.FA18.1,0.84255801900773,8.49937721883331e-13,0.84255801900773,1.221166646,TG,yes,0.606840891621829
TG 56:4-FA18:2,0.016679,0.2468,0.1574,0.08936,0.03343,2.673,16,Osbpl3,TG.56.4.FA18.2,0.835027521650885,1.94337565210937e-12,0.835027521650885,0.381062193,TG,yes,0.637763371150729
TG 54:4-FA16:1,0.016702,0.2557,0.1578,0.09793,0.03665,2.672,16,Osbpl3,TG.54.4.FA16.1,0.861839464527867,9.03027194247256e-14,0.861839464527867,0.436591948,TG,yes,0.617129448572546
TG 54:5-FA18:2,0.016849,0.7846,0.5578,0.2268,0.08501,2.668,16,Osbpl3,TG.54.5.FA18.2,0.194557908392441,0.242710069325086,0.194557908392441,2.050871627,TG,no,0.710935508539383
TG 52:1-FA20:1,0.016931,0.1527,0.08387,0.06885,0.02583,2.665,16,Osbpl3,TG.52.1.FA20.1,0.838920605526003,1.27384374978445e-12,0.838920605526003,0.391983792,TG,yes,0.549246889325475
TG 56:2-FA16:0,0.017117,0.1524,0.09211,0.06031,0.02267,2.66,16,Osbpl3,TG.56.2.FA16.0,0.804427957665333,4.38723172691544e-11,0.804427957665333,0.261322394,TG,yes,0.604396325459318
TG 51:3-FA16:1,0.017136,0.5252,0.3117,0.2135,0.0803,2.659,16,Osbpl3,TG.51.3.FA16.1,0.841119685630334,9.98036953768252e-13,0.841119685630334,0.747398063,TG,yes,0.593488194973343
TG 50:4-FA16:0,0.017175,0.1522,0.0986,0.05363,0.02018,2.658,16,Osbpl3,TG.50.4.FA16.0,0.819403452462518,1.01376717471275e-11,0.819403452462518,0.198327414,TG,yes,0.647831800262812
TG 47:1-FA14:0,0.017252,0.08469,0.05248,0.03222,0.01213,2.656,16,Osbpl3,TG.47.1.FA14.0,0.835814786307932,1.78863502635683e-12,0.835814786307932,0.095958475,TG,yes,0.619671744007557
TG 54:3-FA20:1,0.017264,1.177,0.683,0.4937,0.1859,2.656,16,Osbpl3,TG.54.3.FA20.1,0.839856885114206,1.14859528659384e-12,0.839856885114206,1.989947342,TG,yes,0.580288870008496
TG 56:4-FA20:1,0.017332,0.3081,0.196,0.1121,0.04223,2.654,16,Osbpl3,TG.56.4.FA20.1,0.843156970444239,7.98720303460064e-13,0.843156970444239,0.459912534,TG,yes,0.636157091853294
TG 51:2-FA15:0,0.017356,0.771,0.5059,0.2651,0.09992,2.653,16,Osbpl3,TG.51.2.FA15.0,0.853267646032606,2.51268031524138e-13,0.853267646032606,0.899276191,TG,yes,0.656160830090791
TG 48:0-FA16:0,0.017357,1.431,0.7339,0.6972,0.2628,2.653,16,Osbpl3,TG.48.0.FA16.0,0.83102882377976,2.98149537226635e-12,0.83102882377976,4.154135229,TG,yes,0.512858141160028
TG 50:4-FA14:0,0.017437,0.07289,0.05398,0.01891,0.007132,2.651,16,Osbpl3,TG.50.4.FA14.0,0.342936453226317,0.0273874762958615,0.342936453226317,0.1909721,TG,yes,0.740567979146659
TG 56:4-FA18:0,0.017502,0.04373,0.03084,0.01289,0.004866,2.649,16,Osbpl3,TG.56.4.FA18.0,0.89170930256526,1.90056836132998e-15,0.89170930256526,0.088232788,TG,yes,0.705236679624971
TG 56:3-FA18:0,0.017525,0.03195,0.02102,0.01093,0.004128,2.648,16,Osbpl3,TG.56.3.FA18.0,0.862618179342128,8.22457128352696e-14,0.862618179342128,0.097869999,TG,yes,0.657902973395931
TG 52:3-FA20:2,0.017532,0.1985,0.1187,0.07981,0.03014,2.648,16,Osbpl3,TG.52.3.FA20.2,0.878403216339598,1.13823502992835e-14,0.878403216339598,0.327683205,TG,yes,0.597984886649874
TG 51:2-FA16:0,0.017623,1.736,1.018,0.7176,0.2712,2.646,16,Osbpl3,TG.51.2.FA16.0,0.8482258680916,4.47740076432754e-13,0.8482258680916,2.415840723,TG,yes,0.586405529953917
TG 54:3-FA16:0,0.017702,0.9679,0.5838,0.3841,0.1453,2.643,16,Osbpl3,TG.54.3.FA16.0,0.876152275743032,1.51555398169554e-14,0.876152275743032,1.936464428,TG,yes,0.603161483624341
TG 54:4-FA16:0,0.017805,0.6705,0.4444,0.2261,0.08563,2.641,16,Osbpl3,TG.54.4.FA16.0,0.884669665146387,5.05703850792393e-15,0.884669665146387,1.16668824,TG,yes,0.662788963460104
TG 48:3-FA18:2,0.017889,0.248,0.1683,0.07967,0.0302,2.638,16,Osbpl3,TG.48.3.FA18.2,0.802225203585258,5.4035391736933e-11,0.802225203585258,0.404293187,TG,yes,0.678629032258065
TG 52:2-FA20:2,0.018039,0.04579,0.02701,0.01878,0.007127,2.634,16,Osbpl3,TG.52.2.FA20.2,0.8711445753334,2.90581284151563e-14,0.8711445753334,0.11880118,TG,yes,0.589866783140424
TG 52:3-FA14:0,0.018139,0.06056,0.03938,0.02118,0.008048,2.632,16,Osbpl3,TG.52.3.FA14.0,0.868270205844386,4.1498925010111e-14,0.868270205844386,0.086032758,TG,yes,0.650264200792602
TG 58:10-FA18:2,0.018145,0.008101,0.005608,0.002493,0.0009472,2.631,16,Osbpl3,TG.58.10.FA18.2,0.26480347362318,0.107901519171373,0.26480347362318,0.097669601,TG,no,0.692260214788298
PE P-16:0/20:3,0.018169,0.009291,0.01252,-0.003228,0.001165,2.772,11,Osbpl3,PE.P.16.0.20.3,-0.217114562432198,0.209523794225163,0.217114562432198,0.015482659,PE_P,no,1.3475406307179
TG 48:1-FA16:1,0.018173,1.829,0.9376,0.8917,0.339,2.631,16,Osbpl3,TG.48.1.FA16.1,0.835626632721441,1.82447781419364e-12,0.835626632721441,4.086550333,TG,yes,0.512629852378349
TG 52:4-FA18:1,0.018192,3.419,2.196,1.223,0.4649,2.63,16,Osbpl3,TG.52.4.FA18.1,0.851525697058092,3.07184247432655e-13,0.851525697058092,4.426779373,TG,yes,0.642293068148581
TG 52:1-FA16:1,0.018216,0.06933,0.04031,0.02902,0.01103,2.629,16,Osbpl3,TG.52.1.FA16.1,0.832752745243971,2.4816724406095e-12,0.832752745243971,0.234229214,TG,yes,0.581422183758834
TG 47:1-FA15:0,0.018333,0.1357,0.08241,0.05325,0.02027,2.626,16,Osbpl3,TG.47.1.FA15.0,0.835017587956895,3.30783992157669e-12,0.835017587956895,0.158847596,TG,yes,0.607295504789978
TG 51:1-FA18:1,0.018365,0.4235,0.2468,0.1767,0.06731,2.625,16,Osbpl3,TG.51.1.FA18.1,0.860721192189209,1.03409122222579e-13,0.860721192189209,1.022602681,TG,yes,0.582762691853601
TG 51:1-FA17:0,0.018453,0.5436,0.3156,0.228,0.08692,2.623,16,Osbpl3,TG.51.1.FA17.0,0.858513985240068,1.34629013969709e-13,0.858513985240068,0.980038055,TG,yes,0.580573951434879
TG 52:2-FA14:0,0.01846,0.1549,0.09311,0.0618,0.02356,2.623,16,Osbpl3,TG.52.2.FA14.0,0.854630120791777,2.13716455256957e-13,0.854630120791777,0.237486474,TG,yes,0.601097482246611
TG 47:0-FA15:0,0.018545,0.03825,0.02138,0.01688,0.006441,2.621,16,Osbpl3,TG.47.0.FA15.0,0.853005565954878,2.58508220805436e-13,0.853005565954878,0.068814843,TG,yes,0.558954248366013
TG 54:2-FA18:0,0.018566,1.147,0.6668,0.4807,0.1835,2.62,16,Osbpl3,TG.54.2.FA18.0,0.840649591945282,1.05213506686776e-12,0.840649591945282,4.21883984,TG,yes,0.581342632955536
PC 18:0_20:2,0.018782,0.01788,0.01238,0.005501,0.002104,2.614,16,Osbpl3,PC.18.0_20.2,0.749153799847845,4.36024460648922e-09,0.749153799847845,0.030108252,PC,yes,0.692393736017897
TG 52:4-FA20:2,0.018818,0.04368,0.02719,0.0165,0.006312,2.613,16,Osbpl3,TG.52.4.FA20.2,0.856435852863414,1.71680348130131e-13,0.856435852863414,0.056294365,TG,yes,0.622481684981685
TG 48:2-FA14:0,0.018864,1.6,0.9615,0.6383,0.2443,2.612,16,Osbpl3,TG.48.2.FA14.0,0.854057456508568,2.28880888393616e-13,0.854057456508568,2.124371548,TG,yes,0.6009375
TG 48:3-FA16:0,0.018913,0.1649,0.1083,0.05662,0.02169,2.611,16,Osbpl3,TG.48.3.FA16.0,0.836870803586862,1.59363565379454e-12,0.836870803586862,0.234373834,TG,yes,0.656761673741662
TG 54:4-FA20:2,0.019092,0.2998,0.1864,0.1134,0.04351,2.606,16,Osbpl3,TG.54.4.FA20.2,0.866688110595822,5.06533840689668e-14,0.866688110595822,0.521559164,TG,yes,0.621747831887925
TG 52:4-FA16:1,0.01917,2.986,1.933,1.053,0.4043,2.604,16,Osbpl3,TG.52.4.FA16.1,0.853183183776128,2.53708337316643e-13,0.853183183776128,3.858041923,TG,yes,0.64735432016075
TG 47:2-FA16:1,0.019306,0.1127,0.0693,0.0434,0.01668,2.601,16,Osbpl3,TG.47.2.FA16.1,0.805192171874175,4.07977311488601e-11,0.805192171874175,0.13140942,TG,yes,0.614906832298137
TG 56:2-FA18:0,0.019424,0.06367,0.03826,0.02542,0.009783,2.598,16,Osbpl3,TG.56.2.FA18.0,0.836679670314411,1.62704813307566e-12,0.836679670314411,0.280433893,TG,yes,0.600910947070834
TG 51:2-FA16:1,0.01946,0.4379,0.2557,0.1822,0.07018,2.597,16,Osbpl3,TG.51.2.FA16.1,0.846539879582543,5.42863169930365e-13,0.846539879582543,0.678960792,TG,yes,0.583923270153003
PE 16:0_18:1,0.019462,0.09205,0.1186,-0.0265,0.01021,2.597,16,Osbpl3,PE.16.0_18.1,-0.560054312758997,8.37993936670565e-05,0.560054312758997,0.130759525,PE,yes,1.28843020097773
TG 46:1-FA16:1,0.019508,0.369,0.2065,0.1625,0.06259,2.596,16,Osbpl3,TG.46.1.FA16.1,0.846003043470789,5.77563884600646e-13,0.846003043470789,0.588653636,TG,yes,0.559620596205962
TG 56:7-FA20:5,0.019696,0.03786,0.02675,0.01111,0.004288,2.591,16,Osbpl3,TG.56.7.FA20.5,0.362929532072839,0.0186494899036192,0.362929532072839,0.051565619,TG,yes,0.706550449022715
PE P-18:0/18:0,0.019789,0.000658,0.001157,-0.000499,0.0001095,4.559,3,Osbpl3,PE.P.18.0.18.0,-0.52780900855072,0.00449653280706801,0.52780900855072,0.001909081,PE_P,yes,1.75835866261398
TG 49:3-FA15:0,0.019897,0.05597,0.04016,0.01581,0.006115,2.586,16,Osbpl3,TG.49.3.FA15.0,0.718518293756599,3.58912342071356e-08,0.718518293756599,0.071583808,TG,yes,0.717527246739325
TG 51:1-FA16:0,0.019991,0.63,0.3655,0.2645,0.1024,2.584,16,Osbpl3,TG.51.1.FA16.0,0.85604819675681,1.80051659020544e-13,0.85604819675681,1.320575951,TG,yes,0.58015873015873
TG 54:2-FA18:1,0.02012,3.386,1.926,1.46,0.5657,2.581,16,Osbpl3,TG.54.2.FA18.1,0.836861761060146,1.59506335956691e-12,0.836861761060146,14.87675229,TG,yes,0.568812758417011
TG 50:4-FA18:2,0.020179,0.4157,0.2787,0.137,0.05313,2.579,16,Osbpl3,TG.50.4.FA18.2,0.806588022991462,3.57127241363971e-11,0.806588022991462,0.547907782,TG,yes,0.670435410151552
TG 50:2-FA16:0,0.020372,25.48,14.31,11.17,4.339,2.574,16,Osbpl3,TG.50.2.FA16.0,0.837902329447741,1.42474999695879e-12,0.837902329447741,42.39740858,TG,yes,0.561616954474097
TG 48:2-FA16:0,0.020383,3.339,1.885,1.454,0.5648,2.574,16,Osbpl3,TG.48.2.FA16.0,0.835694015740362,1.81122323535325e-12,0.835694015740362,5.292817185,TG,yes,0.564540281521414
TG 53:2-FA16:0,0.020465,0.5065,0.3009,0.2056,0.07994,2.572,16,Osbpl3,TG.53.2.FA16.0,0.857200174126884,1.56817628899144e-13,0.857200174126884,0.892968163,TG,yes,0.594076999012833
TG 52:5-FA18:3,0.02059,0.2759,0.1986,0.07725,0.03007,2.569,16,Osbpl3,TG.52.5.FA18.3,0.250876958427063,0.120896847446227,0.250876958427063,0.592494013,TG,no,0.719826023921711
TG 52:5-FA18:1,0.020605,0.2006,0.1379,0.06268,0.0244,2.569,16,Osbpl3,TG.52.5.FA18.1,0.812786837207745,1.96312006321918e-11,0.812786837207745,0.252856447,TG,yes,0.687437686939182
TG 50:2-FA20:2,0.020691,0.01264,0.00792,0.00472,0.001839,2.567,16,Osbpl3,TG.50.2.FA20.2,0.815875070410436,5.17315348087645e-10,0.815875070410436,0.018521753,TG,yes,0.626582278481013
TG 52:3-FA20:3,0.02088,0.06653,0.04481,0.02172,0.008476,2.562,16,Osbpl3,TG.52.3.FA20.3,0.876734589901927,1.41550126480783e-14,0.876734589901927,0.131608387,TG,yes,0.673530738012927
TG 54:5-FA18:3,0.020972,0.2479,0.1711,0.07681,0.03,2.56,16,Osbpl3,TG.54.5.FA18.3,0.812635371092045,1.99225543125723e-11,0.812635371092045,0.381564267,TG,yes,0.690197660346914
TG 54:5-FA16:1,0.021058,0.1595,0.11,0.04951,0.01936,2.558,16,Osbpl3,TG.54.5.FA16.1,0.865411177016819,5.91721094466382e-14,0.865411177016819,0.257828094,TG,yes,0.689655172413793
TG 48:2-FA16:1,0.021183,5.347,2.967,2.38,0.9313,2.555,16,Osbpl3,TG.48.2.FA16.1,0.833381883095094,2.31549081229973e-12,0.833381883095094,8.608832429,TG,yes,0.554890592855807
TG 48:1-FA18:1,0.021195,1.686,0.9646,0.7212,0.2823,2.555,16,Osbpl3,TG.48.1.FA18.1,0.85655523813451,1.69229702818202e-13,0.85655523813451,3.143882561,TG,yes,0.572123368920522
TG 50:2-FA18:1,0.021263,23.38,13.19,10.19,3.992,2.553,16,Osbpl3,TG.50.2.FA18.1,0.841394337847973,9.67450817234567e-13,0.841394337847973,38.46058514,TG,yes,0.564157399486741
TG 53:4-FA18:3,0.021295,0.01519,0.01084,0.004345,0.001702,2.553,16,Osbpl3,TG.53.4.FA18.3,0.782029226086015,3.24605197321939e-10,0.782029226086015,0.024606235,TG,yes,0.713627386438446
TG 56:4-FA20:3,0.021299,0.05143,0.03662,0.01481,0.005803,2.552,16,Osbpl3,TG.56.4.FA20.3,0.872275706208386,2.51910977115148e-14,0.872275706208386,0.157493621,TG,yes,0.712035776783978
TG 48:1-FA16:0,0.021401,6.473,3.497,2.976,1.167,2.55,16,Osbpl3,TG.48.1.FA16.0,0.844602493267441,6.78077435072973e-13,0.844602493267441,12.52019164,TG,yes,0.540244090838869
TG 50:3-FA18:1,0.021525,4.36,2.613,1.747,0.6858,2.547,16,Osbpl3,TG.50.3.FA18.1,0.849539817748075,3.84630989969367e-13,0.849539817748075,6.454449964,TG,yes,0.599311926605505
TG 50:3-FA16:1,0.021572,9.82,5.768,4.051,1.591,2.546,16,Osbpl3,TG.50.3.FA16.1,0.845928028598304,5.82388364458087e-13,0.845928028598304,15.16965867,TG,yes,0.587372708757637
TG 52:5-FA16:1,0.021773,0.3422,0.2412,0.1011,0.03977,2.542,16,Osbpl3,TG.52.5.FA16.1,0.316467953404771,0.0439814320222063,0.316467953404771,0.493666789,TG,yes,0.704850964348334
TG 50:4-FA20:3,0.02183,0.01684,0.01162,0.005216,0.002053,2.54,16,Osbpl3,TG.50.4.FA20.3,0.817421316130272,3.41343580261247e-11,0.817421316130272,0.030800422,TG,yes,0.690023752969121
TG 52:5-FA18:2,0.021834,0.3868,0.2799,0.1069,0.04208,2.54,16,Osbpl3,TG.52.5.FA18.2,0.186305105538002,0.265592645758022,0.186305105538002,0.978523502,TG,no,0.723629782833506
TG 56:2-FA20:1,0.021938,0.06965,0.04405,0.0256,0.01009,2.538,16,Osbpl3,TG.56.2.FA20.1,0.833519707631127,2.28079947837188e-12,0.833519707631127,0.491485734,TG,yes,0.632447954055994
TG 55:4-FA18:1,0.021947,0.1155,0.07532,0.04016,0.01583,2.538,16,Osbpl3,TG.55.4.FA18.1,0.847009305260845,5.14271155547213e-13,0.847009305260845,0.238766988,TG,yes,0.652121212121212
TG 52:1-FA18:0,0.021975,1.792,0.9996,0.7924,0.3123,2.537,16,Osbpl3,TG.52.1.FA18.0,0.837394360433642,1.50543677192669e-12,0.837394360433642,9.037526147,TG,yes,0.5578125
TG 47:1-FA17:0,0.022033,0.01964,0.0115,0.008132,0.003207,2.536,16,Osbpl3,TG.47.1.FA17.0,0.774553029560286,8.50768807152282e-09,0.774553029560286,0.023544306,TG,yes,0.585539714867617
TG 52:3-FA18:1,0.022266,31.97,19.12,12.85,5.077,2.53,16,Osbpl3,TG.52.3.FA18.1,0.841828774696611,9.2038840070061e-13,0.841828774696611,53.25046043,TG,yes,0.598060681889271
TG 56:1-FA16:0,0.022373,0.0158,0.01103,0.004772,0.001888,2.528,16,Osbpl3,TG.56.1.FA16.0,0.738288899140375,9.49936352059421e-09,0.738288899140375,0.054653483,TG,yes,0.698101265822785
TG 50:1-FA18:1,0.022399,8.838,4.792,4.046,1.601,2.527,16,Osbpl3,TG.50.1.FA18.1,0.836314179426796,1.6933160726123e-12,0.836314179426796,23.34705358,TG,yes,0.542204118578864
TG 54:4-FA18:1,0.022788,7.269,4.72,2.549,1.012,2.519,16,Osbpl3,TG.54.4.FA18.1,0.839447899146525,1.20152122405648e-12,0.839447899146525,10.9066372,TG,yes,0.649332783051314
TG 53:2-FA17:0,0.023016,0.7524,0.4504,0.3019,0.1201,2.514,16,Osbpl3,TG.53.2.FA17.0,0.850822278166625,3.32151150321893e-13,0.850822278166625,1.287513612,TG,yes,0.598617756512493
TG 50:2-FA16:1,0.023125,20.92,11.58,9.336,3.717,2.512,16,Osbpl3,TG.50.2.FA16.1,0.841210806208715,9.88031324743035e-13,0.841210806208715,37.33883439,TG,yes,0.553537284894837
TG 50:1-FA16:0,0.023174,22.74,12.12,10.62,4.231,2.511,16,Osbpl3,TG.50.1.FA16.0,0.832197659552036,2.63282200763841e-12,0.832197659552036,57.74917976,TG,yes,0.532981530343008
TG 48:2-FA18:1,0.02323,1.777,1.08,0.697,0.2778,2.509,16,Osbpl3,TG.48.2.FA18.1,0.8548528091087,2.08230364432815e-13,0.8548528091087,2.634748299,TG,yes,0.607765897580191
PE P-18:0/18:1,0.023407,0.004188,0.005139,-0.0009506,0.0003794,2.506,16,Osbpl3,PE.P.18.0.18.1,-0.341020115776833,0.0283911800422027,0.341020115776833,0.011111127,PE_P,yes,1.22707736389685
TG 46:1-FA14:1,0.023409,0.06428,0.03761,0.02668,0.01065,2.506,16,Osbpl3,TG.46.1.FA14.1,0.847655756462076,4.77866114044972e-13,0.847655756462076,0.117463114,TG,yes,0.585096453018046
TG 53:2-FA18:1,0.023546,1.837,1.109,0.7282,0.291,2.503,16,Osbpl3,TG.53.2.FA18.1,0.84893368958685,4.11793724375704e-13,0.84893368958685,2.959270029,TG,yes,0.603701687534023
TG 54:3-FA16:1,0.023719,0.7218,0.4133,0.3085,0.1234,2.499,16,Osbpl3,TG.54.3.FA16.1,0.836480961237508,1.66197332133899e-12,0.836480961237508,1.351722782,TG,yes,0.572596287060127
TG 58:2-FA18:1,0.023795,0.02384,0.01701,0.006825,0.002733,2.497,16,Osbpl3,TG.58.2.FA18.1,0.7830975183231,2.9644119682575e-10,0.7830975183231,0.061994,TG,yes,0.713506711409396
TG 52:4-FA14:0,0.023883,0.04022,0.0288,0.01142,0.004577,2.496,16,Osbpl3,TG.52.4.FA14.0,0.851114643404101,3.21904737003898e-13,0.851114643404101,0.070864129,TG,yes,0.716061660865241
TG 54:5-FA18:0,0.023945,0.01112,0.007988,0.003133,0.001256,2.494,16,Osbpl3,TG.54.5.FA18.0,0.168485902235172,0.32001819248806,0.168485902235172,0.027243416,TG,no,0.718345323741007
TG 52:1-FA18:1,0.024097,1.6,0.9135,0.6867,0.2757,2.491,16,Osbpl3,TG.52.1.FA18.1,0.83516512332376,1.91603443224141e-12,0.83516512332376,20.32509029,TG,yes,0.5709375
TG 56:3-FA20:0,0.024265,0.04278,0.03026,0.01252,0.005033,2.488,16,Osbpl3,TG.56.3.FA20.0,0.203507107934315,0.219169017414996,0.203507107934315,0.099377054,TG,no,0.707339878447873
TG 52:2-FA16:0,0.024329,47.91,27.13,20.78,8.356,2.486,16,Osbpl3,TG.52.2.FA16.0,0.836575157217609,1.64475365032168e-12,0.836575157217609,102.5601744,TG,yes,0.566270089751618
TG 54:4-FA18:2,0.024359,3.451,2.235,1.216,0.4892,2.486,16,Osbpl3,TG.54.4.FA18.2,0.832938204767625,2.43028156334123e-12,0.832938204767625,5.258328261,TG,yes,0.647638365691104
TG 50:0-FA14:0,0.024443,0.01102,0.00647,0.004552,0.001832,2.484,16,Osbpl3,TG.50.0.FA14.0,0.833027711320242,1.21265282685531e-11,0.833027711320242,0.030742565,TG,yes,0.587114337568058
TG 49:1-FA14:0,0.024557,0.05646,0.03429,0.02217,0.008932,2.482,16,Osbpl3,TG.49.1.FA14.0,0.831422400503751,4.87283375659887e-12,0.831422400503751,0.077558506,TG,yes,0.607332624867163
CE 18:0,0.024773,0.33,0.2475,0.08247,0.03329,2.477,16,Osbpl3,CE.18.0,0.853346263300193,2.49148553267653e-13,0.853346263300193,1.185139713,CE,yes,0.75
TG 46:1-FA14:0,0.025114,0.6256,0.3626,0.263,0.1065,2.471,16,Osbpl3,TG.46.1.FA14.0,0.847792303716013,4.70351873598702e-13,0.847792303716013,0.890005302,TG,yes,0.57960358056266
TG 48:1-FA14:0,0.025121,2.157,1.231,0.9256,0.3746,2.47,16,Osbpl3,TG.48.1.FA14.0,0.860432050594026,1.07015705780216e-13,0.860432050594026,3.939697175,TG,yes,0.570700046360686
TG 47:2-FA15:0,0.025212,0.05562,0.03677,0.01885,0.007636,2.469,16,Osbpl3,TG.47.2.FA15.0,0.780485215773859,3.69712057827648e-10,0.780485215773859,0.055424035,TG,yes,0.661093131966918
TG 56:5-FA18:2,0.025242,0.08354,0.05897,0.02457,0.009955,2.468,16,Osbpl3,TG.56.5.FA18.2,0.702670549152212,9.67390673359647e-08,0.702670549152212,0.166468947,TG,yes,0.705889394302131
TG 48:0-FA18:0,0.025248,0.02993,0.01727,0.01266,0.00513,2.468,16,Osbpl3,TG.48.0.FA18.0,0.850578382053004,3.41743802861815e-13,0.850578382053004,0.120833912,TG,yes,0.577013030404277
TG 52:2-FA18:1,0.025438,79.08,44.99,34.1,13.84,2.464,16,Osbpl3,TG.52.2.FA18.1,0.842065326520806,8.97209964187016e-13,0.842065326520806,164.9917285,TG,yes,0.568917551846232
TG 54:3-FA20:2,0.025522,0.7602,0.4558,0.3044,0.1236,2.463,16,Osbpl3,TG.54.3.FA20.2,0.862899539604697,7.94710654549118e-14,0.862899539604697,1.735330886,TG,yes,0.599579058142594
TG 50:2-FA14:0,0.02557,2.839,1.719,1.12,0.4549,2.462,16,Osbpl3,TG.50.2.FA14.0,0.855342812406058,1.96352211055616e-13,0.855342812406058,4.150246253,TG,yes,0.605494892567806
TG 48:2-FA14:1,0.025579,0.6364,0.3808,0.2557,0.1039,2.461,16,Osbpl3,TG.48.2.FA14.1,0.847360693490309,4.93341784926894e-13,0.847360693490309,1.047796588,TG,yes,0.598365807668133
TG 54:1-FA18:0,0.025891,0.1351,0.08131,0.05375,0.02189,2.455,16,Osbpl3,TG.54.1.FA18.0,0.839113055810097,1.24758835713842e-12,0.839113055810097,0.775604885,TG,yes,0.601850481125093
CE 14:1,0.02614,0.02921,0.02181,0.007393,0.003017,2.451,16,Osbpl3,CE.14.1,0.81807781398563,4.26307467769364e-10,0.81807781398563,0.037144452,CE,yes,0.746662102019856
TG 54:2-FA16:0,0.02624,2.439,1.393,1.045,0.4268,2.449,16,Osbpl3,TG.54.2.FA16.0,0.839537101294036,1.19097612135968e-12,0.839537101294036,6.135598769,TG,yes,0.571135711357114
TG 46:1-FA16:0,0.026287,0.7569,0.4394,0.3174,0.1297,2.448,16,Osbpl3,TG.46.1.FA16.0,0.854016875622077,2.29731427704301e-13,0.854016875622077,1.183232994,TG,yes,0.580525829039503
TG 54:4-FA20:3,0.026433,0.9695,0.6434,0.3261,0.1334,2.445,16,Osbpl3,TG.54.4.FA20.3,0.887324452765088,3.52736933610625e-15,0.887324452765088,2.018599087,TG,yes,0.663641052088705
TG 46:2-FA14:1,0.026508,0.1749,0.1087,0.06614,0.02707,2.444,16,Osbpl3,TG.46.2.FA14.1,0.823395685196886,6.73053130112261e-12,0.823395685196886,0.235595261,TG,yes,0.621497998856489
PE P-18:1/16:0,0.026863,0.002344,0.002835,-0.0004914,0.0002016,2.437,16,Osbpl3,PE.P.18.1.16.0,-0.585032203406845,3.20177223604e-05,0.585032203406845,0.005279434,PE_P,yes,1.20947098976109
TG 52:0-FA18:0,0.026871,0.1569,0.09312,0.06382,0.02619,2.437,16,Osbpl3,TG.52.0.FA18.0,0.833173421903074,2.36930887000777e-12,0.833173421903074,0.913872898,TG,yes,0.593499043977055
TG 49:0-FA15:0,0.026941,0.005469,0.00302,0.002449,0.001005,2.436,16,Osbpl3,TG.49.0.FA15.0,0.860103451310313,1.93896752530734e-13,0.860103451310313,0.075505175,TG,yes,0.55220332784787
TG 54:0-FA16:0,0.026977,0.01049,0.006839,0.003652,0.0015,2.435,16,Osbpl3,TG.54.0.FA16.0,0.810316960321542,2.49760684275869e-11,0.810316960321542,0.065859456,TG,yes,0.651954242135367
TG 45:0-FA16:0,0.027066,0.01789,0.01068,0.007206,0.002961,2.433,16,Osbpl3,TG.45.0.FA16.0,0.833369671545578,2.31801005747672e-12,0.833369671545578,0.026343782,TG,yes,0.596981553940749
TG 52:3-FA22:1,0.027072,0.01072,0.006645,0.004072,0.001674,2.433,16,Osbpl3,TG.52.3.FA22.1,0.851261379577471,3.16642590995625e-13,0.851261379577471,0.018346563,TG,yes,0.619869402985075
