Gene,Liver_lipid,bicor,adj_pval,Num_significant_corrs,Lipid_class,Max_abundance
Anxa5,TG.52.2.FA18.1,0.882606912540017,6.58738857493184e-15,37,TG,164.9917285
Ifi27l2b,TG.52.2.FA18.1,0.880523235274747,8.62116828909308e-15,37,TG,164.9917285
Fabp2,TG.52.2.FA18.1,0.726944163039936,2.06270095361322e-08,37,TG,164.9917285
Cidec,TG.52.2.FA18.1,0.88420102323563,5.33086894624203e-15,37,TG,164.9917285
Gpc1,TG.52.2.FA18.1,0.868261376980932,4.15304868303675e-14,37,TG,164.9917285
Themis,TG.52.2.FA18.1,0.874933163038767,1.7848222190119e-14,37,TG,164.9917285
Ctse,TG.52.2.FA18.1,0.869513509531654,3.5603116349978e-14,37,TG,164.9917285
Plscr4,TG.52.2.FA18.1,0.903243281356881,3.90175160584532e-16,37,TG,164.9917285
Tceal8,TG.52.2.FA18.1,0.901603883913282,4.84986661290418e-16,37,TG,164.9917285
Rmdn3,TG.52.2.FA18.1,0.809828767765079,2.61804123778847e-11,37,TG,164.9917285
Ntrk2,TG.52.2.FA18.1,0.864139011250164,6.87597516148615e-14,37,TG,164.9917285
Lrrc39,TG.52.2.FA18.1,0.865893742128113,5.57671839842481e-14,37,TG,164.9917285
Hexb,TG.52.2.FA18.1,0.854810771085369,2.09213081082163e-13,37,TG,164.9917285
Sema3b,TG.52.2.FA18.1,0.869919272974107,3.40484448234675e-14,37,TG,164.9917285
Apoa4,TG.52.2.FA18.1,0.869885639052135,3.41473709379002e-14,37,TG,164.9917285
Atp9a,TG.52.2.FA18.1,0.822469189677068,7.39417490967213e-12,37,TG,164.9917285
Pdlim2,TG.52.2.FA18.1,0.881005679830286,8.11182903587713e-15,37,TG,164.9917285
Prkca,TG.52.2.FA18.1,0.879641574660056,9.69569947022856e-15,37,TG,164.9917285
Smarca4,TG.52.2.FA18.1,0.821612298433536,8.08016412766984e-12,37,TG,164.9917285
Morc4,TG.52.2.FA18.1,0.867859141150156,4.3729616627089e-14,37,TG,164.9917285
Siae,TG.52.2.FA18.1,0.816654873474535,1.34069390904247e-11,37,TG,164.9917285
Abcd1,TG.52.2.FA18.1,0.716001066002527,4.22072312477452e-08,37,TG,164.9917285
Osbpl3,TG.52.2.FA18.1,0.842065326520806,8.97209964187016e-13,37,TG,164.9917285
Sulf2,TG.52.2.FA18.1,0.850276277162507,3.54025249438389e-13,37,TG,164.9917285
Nes,TG.52.2.FA18.1,0.858855919770126,1.29448592170416e-13,37,TG,164.9917285
Ermp1,TG.52.2.FA18.1,0.855235350899679,1.98792879570795e-13,37,TG,164.9917285
Gstm2,TG.52.2.FA18.1,0.754830071854489,2.86325345183868e-09,37,TG,164.9917285
Cdc42,TG.52.2.FA18.1,0.8628546490687,7.98837458511841e-14,37,TG,164.9917285
Col14a1,TG.52.2.FA18.1,0.835603309819867,1.82875419984101e-12,37,TG,164.9917285
