Name,CE(12:0),CE(14:0),CE(14:1),CE(15:0),CE(16:0),CE(16:1),CE(17:0),CE(18:0),CE(18:1),CE(18:2),CE(18:3),CE(18:4),CE(20:0),CE(20:1),CE(20:2),CE(20:3),CE(20:4),CE(20:5),CE(22:0),CE(22:1),CE(22:2),CE(22:4),CE(22:5),CE(22:6),CE(24:0),CE(24:1),CER(16:0),CER(18:0),CER(20:0),CER(22:0),CER(22:1),CER(24:0),CER(24:1),DAG(12:0/18:0),DAG(12:0/18:2),DAG(14:0/16:0),DAG(14:0/18:1),DAG(14:0/20:0),DAG(16:0/16:0),DAG(16:0/16:1),DAG(16:0/18:0),DAG(16:0/18:1),DAG(16:0/18:2),DAG(16:1/16:1),DAG(16:1/18:1),DAG(16:1/18:2),DAG(18:0/18:1),DAG(18:0/18:2),DAG(18:1/18:1),DAG(18:1/18:2),DAG(18:1/20:1),DAG(18:1/20:3),DAG(18:1/20:4),DAG(18:1/20:5),DAG(18:1/22:6),DAG(18:2/18:3),DAG(18:2/20:4),DAG(18:2/20:5),DAG(18:2/22:6),DAG(20:0/20:0),DCER(24:1),FFA(12:0),FFA(14:0),FFA(14:1),FFA(15:0),FFA(16:0),FFA(16:1),FFA(17:0),FFA(18:0),FFA(18:1),FFA(18:2),FFA(18:3),FFA(18:4),FFA(20:0),FFA(20:1),FFA(20:2),FFA(20:3),FFA(20:4),FFA(20:5),FFA(22:0),FFA(22:1),FFA(22:2),FFA(22:4),FFA(22:5),FFA(22:6),FFA(24:0),FFA(24:1),HCER(16:0),HCER(18:0),HCER(18:1),HCER(20:0),HCER(20:1),HCER(22:0),HCER(22:1),HCER(24:0),HCER(24:1),LCER(16:0),LCER(18:1),LPC(14:0),LPC(15:0),LPC(16:0),LPC(16:1),LPC(17:0),LPC(18:0),LPC(18:1),LPC(18:2),LPC(18:3),LPC(20:0),LPC(20:1),LPC(20:2),LPC(20:3),LPC(20:4),LPC(20:5),LPC(22:1),LPC(22:4),LPC(22:5),LPC(22:6),LPE(16:0),LPE(18:0),LPE(18:1),LPE(18:2),LPE(20:4),PC(12:0/18:1),PC(14:0/16:1),PC(14:0/18:1),PC(14:0/18:2),PC(14:0/20:3),PC(14:0/20:4),PC(15:0/18:1),PC(15:0/18:2),PC(15:0/20:3),PC(15:0/20:4),PC(15:0/22:6),PC(16:0/12:0),PC(16:0/14:0),PC(16:0/16:0),PC(16:0/16:1),PC(16:0/18:0),PC(16:0/18:1),PC(16:0/18:2),PC(16:0/18:3),PC(16:0/20:1),PC(16:0/20:2),PC(16:0/20:3),PC(16:0/20:4),PC(16:0/20:5),PC(16:0/22:4),PC(16:0/22:5),PC(16:0/22:6),PC(17:0/16:1),PC(17:0/18:1),PC(17:0/18:2),PC(17:0/20:3),PC(17:0/20:4),PC(17:0/22:6),PC(18:0/12:0),PC(18:0/14:0),PC(18:0/16:1),PC(18:0/18:0),PC(18:0/18:1),PC(18:0/18:2),PC(18:0/18:3),PC(18:0/20:0),PC(18:0/20:1),PC(18:0/20:2),PC(18:0/20:3),PC(18:0/20:4),PC(18:0/20:5),PC(18:0/22:4),PC(18:0/22:5),PC(18:0/22:6),PC(18:1/16:1),PC(18:1/18:1),PC(18:1/18:2),PC(18:1/18:3),PC(18:1/20:1),PC(18:1/20:2),PC(18:1/20:3),PC(18:1/20:4),PC(18:1/20:5),PC(18:1/22:5),PC(18:1/22:6),PC(18:2/16:1),PC(18:2/18:2),PC(18:2/18:3),PC(18:2/20:1),PC(18:2/20:2),PC(18:2/20:3),PC(18:2/20:4),PC(18:2/22:6),PC(20:0/14:1),PC(20:0/16:1),PC(20:0/18:1),PC(20:0/18:2),PC(20:0/20:3),PC(20:0/20:4),SM(14:0),SM(16:0),SM(18:0),SM(18:1),SM(20:0),SM(20:1),SM(22:0),SM(22:1),SM(24:0),SM(24:1),SM(26:0),SM(26:1),TAG36:0-FA12:0,TAG38:0-FA12:0,TAG40:0-FA12:0,TAG40:0-FA14:0,TAG40:0-FA16:0,TAG42:0-FA12:0,TAG42:0-FA14:0,TAG42:0-FA16:0,TAG42:1-FA12:0,TAG42:1-FA14:0,TAG42:1-FA16:0,TAG42:1-FA16:1,TAG42:1-FA18:1,TAG42:2-FA18:2,TAG44:0-FA12:0,TAG44:0-FA14:0,TAG44:0-FA16:0,TAG44:0-FA18:0,TAG44:1-FA12:0,TAG44:1-FA14:0,TAG44:1-FA14:1,TAG44:1-FA16:0,TAG44:1-FA16:1,TAG44:1-FA18:1,TAG44:2-FA12:0,TAG44:2-FA14:0,TAG44:2-FA16:0,TAG44:2-FA16:1,TAG44:2-FA18:1,TAG44:2-FA18:2,TAG45:0-FA14:0,TAG45:0-FA15:0,TAG45:0-FA16:0,TAG45:1-FA15:0,TAG45:1-FA16:0,TAG45:1-FA18:1,TAG46:0-FA12:0,TAG46:0-FA14:0,TAG46:0-FA16:0,TAG46:0-FA18:0,TAG46:1-FA12:0,TAG46:1-FA14:0,TAG46:1-FA14:1,TAG46:1-FA16:0,TAG46:1-FA16:1,TAG46:1-FA18:0,TAG46:1-FA18:1,TAG46:2-FA12:0,TAG46:2-FA14:0,TAG46:2-FA14:1,TAG46:2-FA16:0,TAG46:2-FA16:1,TAG46:2-FA18:1,TAG46:2-FA18:2,TAG46:3-FA12:0,TAG46:3-FA14:0,TAG46:3-FA14:1,TAG46:3-FA16:0,TAG46:3-FA16:1,TAG46:3-FA18:1,TAG46:3-FA18:2,TAG46:3-FA18:3,TAG46:4-FA18:2,TAG47:0-FA14:0,TAG47:0-FA15:0,TAG47:0-FA16:0,TAG47:0-FA17:0,TAG47:1-FA14:0,TAG47:1-FA15:0,TAG47:1-FA16:0,TAG47:1-FA16:1,TAG47:1-FA17:0,TAG47:1-FA18:1,TAG47:2-FA14:0,TAG47:2-FA15:0,TAG47:2-FA16:1,TAG47:2-FA18:1,TAG47:2-FA18:2,TAG48:0-FA14:0,TAG48:0-FA16:0,TAG48:0-FA18:0,TAG48:1-FA12:0,TAG48:1-FA14:0,TAG48:1-FA14:1,TAG48:1-FA16:0,TAG48:1-FA16:1,TAG48:1-FA18:0,TAG48:1-FA18:1,TAG48:2-FA12:0,TAG48:2-FA14:0,TAG48:2-FA14:1,TAG48:2-FA16:0,TAG48:2-FA16:1,TAG48:2-FA18:0,TAG48:2-FA18:1,TAG48:2-FA18:2,TAG48:3-FA12:0,TAG48:3-FA14:0,TAG48:3-FA14:1,TAG48:3-FA16:0,TAG48:3-FA16:1,TAG48:3-FA18:1,TAG48:3-FA18:2,TAG48:3-FA18:3,TAG48:4-FA12:0,TAG48:4-FA14:1,TAG48:4-FA16:0,TAG48:4-FA16:1,TAG48:4-FA18:1,TAG48:4-FA18:2,TAG48:4-FA18:3,TAG48:5-FA18:2,TAG49:0-FA15:0,TAG49:0-FA16:0,TAG49:0-FA17:0,TAG49:0-FA18:0,TAG49:1-FA14:0,TAG49:1-FA15:0,TAG49:1-FA16:0,TAG49:1-FA16:1,TAG49:1-FA17:0,TAG49:1-FA18:1,TAG49:2-FA14:0,TAG49:2-FA15:0,TAG49:2-FA16:0,TAG49:2-FA16:1,TAG49:2-FA17:0,TAG49:2-FA18:1,TAG49:2-FA18:2,TAG49:3-FA15:0,TAG49:3-FA16:0,TAG49:3-FA16:1,TAG49:3-FA18:2,TAG50:0-FA14:0,TAG50:0-FA16:0,TAG50:0-FA18:0,TAG50:1-FA14:0,TAG50:1-FA16:0,TAG50:1-FA16:1,TAG50:1-FA18:0,TAG50:1-FA18:1,TAG50:1-FA20:1,TAG50:2-FA14:0,TAG50:2-FA14:1,TAG50:2-FA16:0,TAG50:2-FA16:1,TAG50:2-FA18:0,TAG50:2-FA18:1,TAG50:2-FA18:2,TAG50:3-FA14:0,TAG50:3-FA14:1,TAG50:3-FA16:0,TAG50:3-FA16:1,TAG50:3-FA18:0,TAG50:3-FA18:1,TAG50:3-FA18:2,TAG50:3-FA18:3,TAG50:3-FA20:3,TAG50:4-FA14:0,TAG50:4-FA14:1,TAG50:4-FA16:0,TAG50:4-FA16:1,TAG50:4-FA18:1,TAG50:4-FA18:2,TAG50:4-FA18:3,TAG50:4-FA20:3,TAG50:4-FA20:4,TAG50:5-FA14:0,TAG50:5-FA16:0,TAG50:5-FA16:1,TAG50:5-FA18:1,TAG50:5-FA18:2,TAG50:5-FA18:3,TAG50:5-FA20:4,TAG51:0-FA16:0,TAG51:0-FA17:0,TAG51:0-FA18:0,TAG51:1-FA15:0,TAG51:1-FA16:0,TAG51:1-FA17:0,TAG51:1-FA18:0,TAG51:1-FA18:1,TAG51:2-FA15:0,TAG51:2-FA16:0,TAG51:2-FA16:1,TAG51:2-FA17:0,TAG51:2-FA18:1,TAG51:2-FA18:2,TAG51:3-FA15:0,TAG51:3-FA16:1,TAG51:3-FA17:0,TAG51:3-FA18:2,TAG51:3-FA18:3,TAG51:4-FA15:0,TAG51:4-FA16:1,TAG51:4-FA18:2,TAG51:4-FA18:3,TAG51:5-FA18:2,TAG51:5-FA18:3,TAG52:0-FA16:0,TAG52:0-FA18:0,TAG52:0-FA20:0,TAG52:1-FA16:0,TAG52:1-FA16:1,TAG52:1-FA18:0,TAG52:1-FA18:1,TAG52:1-FA20:0,TAG52:1-FA20:1,TAG52:2-FA14:0,TAG52:2-FA16:0,TAG52:2-FA16:1,TAG52:2-FA18:0,TAG52:2-FA18:1,TAG52:2-FA18:2,TAG52:2-FA20:0,TAG52:2-FA20:1,TAG52:2-FA20:2,TAG52:3-FA14:0,TAG52:3-FA16:0,TAG52:3-FA16:1,TAG52:3-FA18:0,TAG52:3-FA18:1,TAG52:3-FA18:2,TAG52:3-FA18:3,TAG52:3-FA20:0,TAG52:3-FA20:1,TAG52:3-FA20:2,TAG52:3-FA20:3,TAG52:3-FA22:1,TAG52:4-FA14:0,TAG52:4-FA16:0,TAG52:4-FA16:1,TAG52:4-FA18:0,TAG52:4-FA18:1,TAG52:4-FA18:2,TAG52:4-FA18:3,TAG52:4-FA20:0,TAG52:4-FA20:2,TAG52:4-FA20:3,TAG52:4-FA20:4,TAG52:4-FA22:1,TAG52:5-FA14:0,TAG52:5-FA16:0,TAG52:5-FA16:1,TAG52:5-FA18:1,TAG52:5-FA18:2,TAG52:5-FA18:3,TAG52:5-FA20:3,TAG52:5-FA20:4,TAG52:5-FA20:5,TAG52:5-FA22:5,TAG52:6-FA14:0,TAG52:6-FA16:0,TAG52:6-FA16:1,TAG52:6-FA18:1,TAG52:6-FA18:2,TAG52:6-FA18:3,TAG52:6-FA20:4,TAG52:6-FA20:5,TAG52:6-FA22:6,TAG52:7-FA16:0,TAG52:7-FA18:1,TAG52:7-FA20:5,TAG52:7-FA22:6,TAG52:8-FA16:1,TAG52:8-FA18:2,TAG53:0-FA16:0,TAG53:1-FA16:0,TAG53:1-FA17:0,TAG53:1-FA18:0,TAG53:1-FA18:1,TAG53:2-FA16:0,TAG53:2-FA17:0,TAG53:2-FA18:1,TAG53:2-FA18:2,TAG53:3-FA16:0,TAG53:3-FA17:0,TAG53:3-FA18:2,TAG53:4-FA16:0,TAG53:4-FA17:0,TAG53:4-FA18:2,TAG53:4-FA18:3,TAG53:4-FA20:4,TAG53:5-FA20:4,TAG53:6-FA20:4,TAG54:0-FA16:0,TAG54:0-FA18:0,TAG54:1-FA16:0,TAG54:1-FA18:0,TAG54:1-FA18:1,TAG54:1-FA20:0,TAG54:1-FA20:1,TAG54:2-FA16:0,TAG54:2-FA18:0,TAG54:2-FA18:1,TAG54:2-FA18:2,TAG54:2-FA20:0,TAG54:2-FA20:1,TAG54:2-FA20:2,TAG54:3-FA16:0,TAG54:3-FA16:1,TAG54:3-FA18:0,TAG54:3-FA18:1,TAG54:3-FA18:2,TAG54:3-FA18:3,TAG54:3-FA20:1,TAG54:3-FA20:2,TAG54:3-FA20:3,TAG54:4-FA16:0,TAG54:4-FA16:1,TAG54:4-FA18:0,TAG54:4-FA18:1,TAG54:4-FA18:2,TAG54:4-FA18:3,TAG54:4-FA20:1,TAG54:4-FA20:2,TAG54:4-FA20:3,TAG54:4-FA20:4,TAG54:4-FA22:1,TAG54:5-FA16:0,TAG54:5-FA16:1,TAG54:5-FA18:0,TAG54:5-FA18:1,TAG54:5-FA18:2,TAG54:5-FA18:3,TAG54:5-FA20:2,TAG54:5-FA20:3,TAG54:5-FA20:4,TAG54:5-FA20:5,TAG54:5-FA22:1,TAG54:5-FA22:4,TAG54:5-FA22:5,TAG54:6-FA16:0,TAG54:6-FA16:1,TAG54:6-FA18:1,TAG54:6-FA18:2,TAG54:6-FA18:3,TAG54:6-FA20:3,TAG54:6-FA20:4,TAG54:6-FA20:5,TAG54:6-FA22:5,TAG54:6-FA22:6,TAG54:7-FA16:1,TAG54:7-FA18:1,TAG54:7-FA18:2,TAG54:7-FA18:3,TAG54:7-FA20:4,TAG54:7-FA20:5,TAG54:7-FA22:5,TAG54:7-FA22:6,TAG54:8-FA18:2,TAG54:8-FA18:3,TAG54:8-FA20:4,TAG54:8-FA20:5,TAG54:8-FA22:6,TAG55:1-FA16:0,TAG55:1-FA18:1,TAG55:2-FA18:1,TAG55:2-FA18:2,TAG55:3-FA18:1,TAG55:3-FA18:2,TAG55:4-FA18:1,TAG55:4-FA18:2,TAG55:5-FA18:1,TAG55:5-FA18:2,TAG55:5-FA20:4,TAG55:7-FA15:0,TAG55:7-FA22:6,TAG56:10-FA18:2,TAG56:1-FA16:0,TAG56:1-FA18:1,TAG56:2-FA16:0,TAG56:2-FA18:0,TAG56:2-FA20:0,TAG56:2-FA20:1,TAG56:3-FA16:0,TAG56:3-FA18:0,TAG56:3-FA18:1,TAG56:3-FA18:2,TAG56:3-FA20:0,TAG56:3-FA20:1,TAG56:3-FA20:2,TAG56:4-FA16:0,TAG56:4-FA18:0,TAG56:4-FA18:1,TAG56:4-FA18:2,TAG56:4-FA20:1,TAG56:4-FA20:2,TAG56:4-FA20:3,TAG56:4-FA20:4,TAG56:4-FA22:4,TAG56:5-FA16:0,TAG56:5-FA18:0,TAG56:5-FA18:1,TAG56:5-FA18:2,TAG56:5-FA20:1,TAG56:5-FA20:2,TAG56:5-FA20:3,TAG56:5-FA20:4,TAG56:5-FA22:4,TAG56:5-FA22:5,TAG56:6-FA16:0,TAG56:6-FA18:0,TAG56:6-FA18:1,TAG56:6-FA18:2,TAG56:6-FA18:3,TAG56:6-FA20:2,TAG56:6-FA20:3,TAG56:6-FA20:4,TAG56:6-FA20:5,TAG56:6-FA22:4,TAG56:6-FA22:5,TAG56:6-FA22:6,TAG56:7-FA16:0,TAG56:7-FA16:1,TAG56:7-FA18:0,TAG56:7-FA18:1,TAG56:7-FA18:2,TAG56:7-FA18:3,TAG56:7-FA20:3,TAG56:7-FA20:4,TAG56:7-FA20:5,TAG56:7-FA22:4,TAG56:7-FA22:5,TAG56:7-FA22:6,TAG56:8-FA16:0,TAG56:8-FA16:1,TAG56:8-FA18:1,TAG56:8-FA18:2,TAG56:8-FA18:3,TAG56:8-FA20:4,TAG56:8-FA20:5,TAG56:8-FA22:5,TAG56:8-FA22:6,TAG56:9-FA18:3,TAG56:9-FA20:4,TAG56:9-FA20:5,TAG56:9-FA22:6,TAG57:2-FA18:1,TAG57:3-FA18:2,TAG58:10-FA18:2,TAG58:10-FA20:4,TAG58:10-FA20:5,TAG58:10-FA22:5,TAG58:10-FA22:6,TAG58:2-FA18:1,TAG58:3-FA18:1,TAG58:5-FA18:1,TAG58:6-FA16:0,TAG58:6-FA18:0,TAG58:6-FA18:1,TAG58:6-FA20:4,TAG58:6-FA22:4,TAG58:6-FA22:5,TAG58:7-FA16:0,TAG58:7-FA18:0,TAG58:7-FA18:1,TAG58:7-FA18:2,TAG58:7-FA20:4,TAG58:7-FA22:4,TAG58:7-FA22:5,TAG58:7-FA22:6,TAG58:8-FA18:1,TAG58:8-FA18:2,TAG58:8-FA20:3,TAG58:8-FA20:4,TAG58:8-FA22:5,TAG58:8-FA22:6,TAG58:9-FA18:1,TAG58:9-FA18:2,TAG58:9-FA20:4,TAG58:9-FA22:5,TAG58:9-FA22:6,TAG60:10-FA22:5,TAG60:10-FA22:6,TAG60:11-FA22:5,TAG60:11-FA22:6,TAG60:12-FA22:6
1,0.7162,7.2906,1.7399,4.7309,73.1374,66.463,2.563,6.2307,130.82,962.6507,26.9568,1.3306,85.5539,6.8991,1.9786,34.1167,460.5994,82.8339,1.1883,2.8505,20.0611,3.0696,11.1448,167.6106,38.1232,6.7869,0.2084,,,0.5589,0.0978,0.6983,0.6319,,,,,,0.2477,,0.6957,0.5347,0.9075,,0.2153,0.1964,,0.2372,0.6076,1.287,,,,0.239,0.2147,,0.1715,0.3371,0.334,47.5826,,8.4548,19.4468,4.2947,6.8147,319.9338,42.95,8.1543,86.7387,142.3843,167.8799,17.4327,1.1611,8.2169,7.0721,3.3596,4.5145,9.5524,6.3259,3.4637,11.6238,2.7403,1.3779,4.3783,14.7729,1.6484,3.7931,0.419,,,0.1271,,0.7506,0.1748,0.3538,0.6285,,,0.3826,1.4538,319.1337,8.4037,4.5781,92.9044,69.9334,128.3769,0.6589,1.6025,1.0882,1.645,9.4792,10.7587,0.6036,,,0.4832,2.8905,4.7098,3.8735,,,,,,1.1768,2.1472,,,,1.1625,,,,0.7921,,42.7264,5.4382,44.3392,209.6619,596.6748,5.925,2.3535,4.4723,60.1746,151.8584,19.2811,2.7666,20.2726,298.7621,,1.1347,2.6259,,0.87,,,,0.774,1.45,21.7983,183.8563,1.0395,3.5023,,1.3403,17.6521,54.9336,5.3743,,4.5973,55.5874,9.3582,7.4319,54.4881,1.2743,,,5.6442,17.6162,,,25.3107,18.1217,11.762,1.3042,1.3714,0.8206,2.296,5.2129,,,,2.1574,4.7321,,,1.0062,28.9434,2.7364,1.12,22.1144,1.4218,34.2025,13.4902,13.2026,32.8081,1.419,1.5231,0.1381,0.0837,,,,,,,,,0.0496,,,0.0429,,,,,,,,0.1004,,,,,0.0889,,,,,,0.05,,0.0649,,,,0.091,,0.0573,0.0474,,0.1011,,,0.0465,0.0903,,,0.1088,,0.0753,,0.0485,,,0.113,,0.0774,0.0672,,0.0575,,0.0488,0.1214,,,,,,,0.0477,,,,0.05,,,0.612,,,0.2207,,0.748,0.3222,,0.2176,,0.3672,0.1214,0.6319,0.6256,,0.1632,0.2479,0.0586,0.1423,0.1758,0.1496,0.2343,0.1002,0.1632,,0.0507,0.0628,0.0983,,0.0921,0.0931,,0.0711,0.0474,0.2051,0.0481,0.0804,,0.1255,0.226,0.0847,,0.1517,,0.2699,0.2835,0.113,,0.0942,0.2678,0.1025,0.1025,0.0952,0.1109,,0.6089,0.2249,0.0452,5.6609,0.4112,0.1841,2.4125,,0.3871,,11.3542,4.5394,0.0969,4.4693,3.3394,0.8192,0.0661,5.6776,5.9904,,1.4291,4.8888,0.1643,,0.4896,0.1046,0.4467,1.4197,0.1507,1.3276,0.3442,,,0.0638,0.1234,0.1329,0.1119,0.1705,0.1234,,0.1894,0.0513,0.0962,0.0672,0.3118,0.2019,0.0722,0.2657,0.3055,0.9792,0.1339,0.3609,0.884,0.4614,0.5074,0.2615,0.0716,0.8913,,0.3285,0.1339,0.6089,0.0722,0.1172,,0.2511,0.2323,0.271,2.7264,0.0581,1.5515,3.4137,0.452,0.1674,,24.1407,0.5817,2.1028,38.1365,4.1523,0.1339,0.159,,0.0481,48.0941,4.7476,0.4279,48.9185,42.9427,0.3871,0.1287,0.0596,0.109,0.0606,0.0385,0.036,27.9718,7.4677,0.0617,8.9417,46.6221,3.6909,0.2187,0.0683,0.1245,0.1276,0.0551,,3.0862,3.8364,0.7187,7.4112,3.7673,0.0581,0.1611,0.1695,0.0892,0.0534,0.2636,0.566,0.1015,0.6256,0.6549,,0.2584,0.0953,0.1988,0.0628,0.1098,0.0488,0.0488,0.0639,1.0462,0.339,0.1004,0.1601,0.2563,0.7961,0.25,0.997,0.3766,1.6122,0.4289,0.9374,1.2763,0.294,1.7994,0.0942,,,,0.1329,0.0732,0.3139,0.2448,0.3013,3.67,0.1831,1.1675,1.0263,2.4711,0.3745,3.5957,1.3119,0.0661,1.6645,0.2804,1.8999,12.9842,2.7546,,1.6519,0.5116,0.0767,1.1142,0.3034,1.5065,19.0709,11.1157,0.2825,0.3191,0.5597,0.7815,0.2009,,1.11,0.2333,0.2291,9.7881,13.6956,1.4793,0.1308,0.8955,1.3747,0.2584,0.0753,,0.1161,1.3004,0.2929,2.3738,7.0126,2.1039,0.1758,1.8884,2.5077,0.1779,0.5953,0.2814,0.2804,2.1122,1.0786,0.3484,4.0383,0.0881,0.8997,0.295,0.1956,0.0488,0.7449,0.3191,2.0558,0.6329,0.3306,0.7961,0.4833,0.3662,0.7281,0.4384,0.4959,0.5137,,0.1726,0.1548,0.3693,0.1308,0.1119,0.1182,0.0947,0.8401,0.1915,0.1203,0.182,0.8286,0.3159,1.1194,0.6591,0.0529,0.0606,0.1674,1.0974,0.7972,1.0002,0.1894,0.1203,,,0.1747,0.2312,0.7679,0.8924,0.5377,0.294,0.3452,0.4394,0.1799,0.1308,0.907,0.204,1.2272,0.657,0.1151,0.1946,0.4561,0.9447,0.2092,0.2553,1.3862,0.8066,2.4439,0.1423,0.0973,1.8392,1.2931,0.1444,0.2291,1.0221,1.3213,0.087,2.0066,8.7785,2.3675,0.362,0.8139,2.2838,0.2281,0.6193,2.0809,0.4185,12.528,0.1831,0.158,1.2533,1.9543,0.6957,0.6696,0.7982,0.2092,0.2281,0.1318,2.2033,0.0711,0.113,0.0705,0.0551,0.0518,0.1287,,0.0774,0.0771,0.1057,0.1067,0.3881,0.135,0.0806,0.09,0.3473,0.4781,0.8704,0.3955,0.0511,0.0942,0.5315,2.6322,0.815,0.7616,0.1391,0.2982,3.8761,0.0753,0.2082,0.0868,0.3714,0.7867
2,1.601,9.0254,3.1722,5.8463,74.0439,81.5059,3.6384,6.5517,127.282,961.0609,30.101,2.649,145.1941,21.922,2.8446,36.6213,472.7575,85.5794,2.1423,4.5614,28.4574,6.1913,14.0566,168.1682,66.3439,12.523,0.1295,,0.0578,0.5454,0.1177,0.5297,0.6265,,0.1757,,,,0.3647,0.2319,0.7394,0.9478,0.9322,,0.3696,0.2887,0.2652,0.2087,0.8913,1.1339,,,0.1173,,,,,,,84.8081,0.1893,8.2919,16.7214,3.9522,7.0649,273.2879,49.0647,8.0502,99.4399,114.0549,112.6769,10.1667,0.8924,12.3338,7.2859,2.8021,3.8871,5.4522,3.1276,2.8445,8.0807,2.52,1.1691,2.68,5.2515,1.6695,3.1628,0.4016,,,0.1531,,0.6867,0.2429,0.3623,0.6403,,,0.3731,1.2632,283.6253,7.9713,4.0837,83.525,63.5063,102.0807,0.4223,3.0882,1.101,1.2858,6.6742,6.1953,0.3092,,,0.2866,1.3235,4.0836,3.3033,,,,,,1.0285,2.231,,,0.6678,1.2644,,,,0.7292,,39.9698,6.7481,36.9982,200.9926,606.6117,4.6807,2.4844,5.3455,75.2857,167.8432,12.3683,,18.7842,295.9962,,0.8905,2.8599,,,,,,0.8217,1.4025,22.7065,188.8727,,6.2243,0.4897,1.9016,20.5821,64.2839,3.5965,,5.1062,50.6825,9.4165,8.4949,54.7872,,,0.7154,7.5589,21.428,,,20.35,19.8545,10.4439,1.2782,0.9884,,1.5179,5.5665,,,1.0271,3.406,5.2257,,,1.2258,28.9232,3.0199,1.1494,21.9136,1.6668,33.4494,14.0013,11.8836,31.0629,2.0199,2.0689,0.1723,0.0948,0.061,,0.0636,,,,,,0.061,,,,,,0.0648,,,,,0.1156,,0.0684,,,0.1422,,0.072,,,,0.0728,,0.1075,0.0537,,0.0728,0.1769,,0.089,0.1075,,0.1538,0.1087,,0.0659,,0.05,,0.1469,0.1122,0.1503,,0.0928,,,0.1168,,0.1052,0.0769,,,,0.0769,0.1505,,,,0.0824,0.0601,,0.0703,,,,0.0705,0.0525,0.05,1.0084,,,0.3471,,1.4412,0.5899,,0.3054,0.0615,0.4921,0.212,1.0403,1.2248,0.033,0.2472,0.3252,0.0728,0.1659,0.2417,0.1274,0.4998,0.1318,0.2296,0.0476,,0.0624,0.089,0.0728,,0.0934,,0.0532,0.0659,0.1988,0.0835,0.0758,,0.1692,0.2516,0.1153,,0.178,,0.2999,0.3131,0.145,,0.1099,0.1944,0.0769,0.0833,0.1263,0.089,,0.8733,0.257,0.0833,6.8656,0.6163,0.2691,3.0648,,0.5284,,12.7932,5.9484,0.0967,5.944,3.2494,0.8162,0.0983,5.6661,7.171,,1.8675,4.9718,0.2076,,0.3779,0.1164,0.4108,1.6653,0.1692,1.1809,0.3131,,,0.0497,0.0821,0.1362,0.0867,0.1109,0.1099,,0.2065,0.0537,0.0763,0.0813,0.4229,0.2966,0.0769,0.2647,0.2625,1.2325,0.2494,0.3482,0.9052,0.3493,0.4372,0.4207,0.0994,0.7228,,0.2131,0.2043,0.4284,0.0574,0.0717,,0.2428,0.3065,0.4614,3.0769,0.0809,1.6522,3.9898,0.8711,0.1725,0.0648,26.2345,0.8535,2.0751,42.6912,3.5976,0.2494,0.2757,,0.05,40.916,5.6826,0.4778,43.8182,34.9072,0.2757,0.1252,0.1122,0.089,0.05,,,17.4552,7.1524,0.0671,7.8675,31.2437,2.5496,0.1472,0.0582,0.112,0.0948,0.067,,1.7027,2.9934,0.5394,4.9378,2.3728,,0.1088,0.1241,0.0549,0.0732,0.1472,0.3592,0.0763,0.346,0.4295,0.0439,0.1549,,0.1659,,0.0671,,0.0725,,0.4811,0.3988,0.0879,0.1867,0.2516,1.4489,0.3339,1.4072,0.2768,2.5408,0.3922,1.0194,1.5291,0.1911,1.8488,0.0891,,,,0.1203,0.0971,0.3999,0.2581,0.3911,5.7858,0.2208,1.9542,1.1952,3.2274,0.3405,4.5192,1.8169,,1.6917,0.4042,1.7499,14.5936,2.7529,0.0513,1.829,0.5218,0.0648,0.9205,0.3526,1.1875,16.9939,9.3856,0.2351,0.3241,0.5262,0.5734,0.1109,0.0567,0.6382,0.2032,0.1637,6.6262,8.8495,1.0128,0.1088,0.5921,0.848,0.1296,,,0.1,0.6119,0.1867,1.2743,3.7338,1.126,0.1329,0.9348,1.1787,0.1088,0.3889,0.1791,0.1659,0.8173,0.4855,0.1845,1.5775,,0.491,0.1736,0.112,,0.3504,0.1615,0.6932,0.2977,0.3812,0.3032,0.7437,0.2472,1.1919,0.4537,0.5833,0.5976,,0.1142,0.0989,0.2735,0.1044,0.0879,0.1395,0.1011,1.3501,0.2362,0.1263,0.1933,1.1227,0.2735,1.2512,0.7931,0.0613,0.074,0.1142,1.0469,0.7448,0.8568,0.2109,0.1033,,,0.123,0.1384,0.6042,0.613,0.3977,0.2164,0.2757,0.234,0.156,0.1011,0.4427,0.1186,0.7195,0.3515,0.0901,0.0945,0.2658,0.48,0.1122,0.1483,0.7283,0.3933,0.9777,0.0844,0.0574,0.8272,0.5833,0.1307,0.1318,0.468,0.569,0.0497,0.8832,3.859,0.8283,0.1845,0.3658,0.7679,0.1252,0.2603,0.7986,0.2373,4.2973,0.0728,0.059,0.3889,0.8107,0.3306,0.1944,0.2395,0.0728,0.083,0.0705,0.624,0.0509,0.0971,0.0758,0.0659,0.0391,0.0835,,0.0659,0.0626,0.0824,0.0791,0.2054,0.0714,0.05,0.074,0.2098,0.2878,0.401,0.1758,,0.0537,0.279,1.1479,0.3394,0.3043,,0.1648,1.3314,,0.0758,0.0378,0.0956,0.1845
