"ID","Treatment","3a7b","3b7a12a","a-MCA","b-MCA","CA","DCA","HDCA","LCA","Tauro 3a12b","Tauro 3a6a","T-3a7k","T-a-MCA","T-b-MCA","T-o-MCA","TCDCA","TCA","TDCA","TLCA"
38,"WD4",0.109410755,0.171624714,70.15160183,378.5612128,235.9839817,0.643592677,0.45909611,0.592105263,6.34367849,31.87714531,14.55806636,2259.868421,7216.39016,3568.935927,5807.78032,6508.009153,424.2348398,4.513729977
39,"WD4",2.239220151,0.525117404,153.8636687,2596.854988,1362.572933,10.36146293,0.636117831,1.314928134,4.309805038,15.14728903,10.86096485,1337.12822,14178.59684,4803.330013,2763.270243,7329.01665,235.6624449,2.448413263
41,"WD4",1.748942172,0.390220969,384.532205,3197.83733,1433.850494,26.5632346,0.916784203,0.935590033,5.282087447,17.84908322,16.3422661,2040.432534,9476.25764,3100.611189,4510.578279,4810.061119,431.4057358,4.1325811
44,"WD4",0.817721993,0.606968902,397.1852754,5301.283252,1911.193331,47.57961783,0.977894342,2.630198576,11.42492507,13.77692956,12.000281,1854.627201,9838.797302,1899.306857,3298.496628,4624.344324,376.1521169,4.038029224
45,"WD4",0.609430605,0.304715302,207.8514235,3477.135231,1365.524911,21.2411032,0.573843416,1.040925267,3.778914591,10.9519573,11.92615658,1855.871886,13296.26335,3350.088968,3034.252669,5888.790036,259.7642349,2.259786477
47,"WD4",2.512146753,0.722855726,291.8418443,5217.055032,1144.075359,20.43182945,0.763014378,1.128904313,3.712444224,10.54610808,13.05156173,1902.627665,14826.57412,4238.968765,3197.967278,5601.685672,259.1794745,2.112791274
25,"WD6",1.47620924,0.746970742,669.2813516,3529.868978,2177.608117,44.37937149,1.329918235,1.715594523,5.521377204,17.15816176,15.02807605,2161.117131,6075.509802,3621.810659,6055.561028,5752.782977,365.7275145,4.978327258
26,"WD6",0.102924717,0.354761789,94.49364933,550.9757166,318.760037,2.80305611,0.451116843,0.383230328,8.301863838,24.16321962,18.90748942,2340.551852,8414.862037,3663.681931,6442.868266,7280.938245,501.0243807,4.911917855
28,"WD6",0.619114992,0.127335708,63.97521589,510.221008,466.707323,3.705908182,0.368834464,0.45445675,9.354783627,20.75791579,16.47021515,2452.310094,9194.077182,2967.361077,7186.783432,10169.29307,503.3273162,4.786066254
29,"WD6",0.202065559,0.451279749,429.0974405,2446.070947,1846.295465,36.87022901,1.194431971,0.767849124,14.44993264,33.82577458,20.71396498,3785.361473,9562.640323,5338.57207,9136.281994,9483.610238,592.0071846,5.305343511
30,"WD6",0.57342096,0.516981889,294.9731601,2481.151859,1855.310289,47.52169769,1.331962073,2.460743491,4.564792053,17.69026238,10.95821,1684.593388,5456.980886,2965.083028,3846.209803,5629.910199,282.6017157,2.96192244
31,"WD6",2.757724719,0.511938202,302.9705056,1865.603933,1401.109551,23.3511236,0.905898876,0.808988764,5.29002809,16.30196629,13.04073034,1684.97191,5105.05618,2338.483146,4661.376404,5097.893258,274.0870787,3.903792135
33,"WD6",1.938588451,0.110714458,275.3967871,1937.199093,938.8151865,15.33937961,0.642578031,1.693279946,14.32992426,16.34015148,18.32649911,2914.178204,10171.83656,2610.256163,5279.342949,6919.436538,296.6496213,3.306237638
5,"WD8",2.846612296,0.38346926,313.1508783,2195.702635,1270.200753,11.32528231,0.583437892,0.19761606,8.038739021,11.52760351,16.58092848,2265.997491,10598.80803,3245.138018,5983.061481,7230.395232,302.9877666,3.251254705
7,"WD8",0.518750912,0.334889829,290.9601634,1805.253174,1390.996644,21.3278856,0.7617102,1.258572888,15.4881074,17.22603239,11.81088574,2418.211002,8827.520794,2837.589377,5768.422589,8538.596235,316.4599445,3.828250401
14,"WD8",2.181973759,0.286651455,84.15573303,1014.446663,280.1055334,5.091272105,0.385054193,0.973331432,5.758699373,15.18397034,15.38505419,2419.851683,15008.12892,2136.622932,5626.711352,8285.510553,355.4691957,3.253707929
15,"WD8",3.660040141,0.268804358,173.2390328,1506.16458,908.1716525,9.147949919,0.533307847,0.982748734,16.92822326,16.79059543,15.70247539,2536.222881,11222.25939,2516.008793,6994.719488,10941.4126,430.7751123,3.804119277
22,"WD8",0.479623824,0.1345551,41.99421268,297.1497468,584.750422,3.628647215,0.421027249,0.579455028,4.101760309,17.12322161,13.00843984,2093.850977,6718.205932,2889.028213,5659.778153,12482.3728,364.9481553,2.491439595
23,"WD8",2.538307281,0.555327026,129.1829494,6025.298231,1991.911765,5.506993007,0.430378445,1.031982723,1.777046483,2.443438914,3.748457425,890.8371041,14988.7392,2259.25545,1208.738688,4835.510078,49.68788564,0.756633073
